Year,TotalTDFDistance,Stages,Start,End,Winner of stage,Yellow Jersey,Green jersey,Polka-dot jersey,White jersey,Leader
1978,3908,15.0,Saint-Dier-d'Auvergne,Saint-Etienne,Bernard Hinault  (Renault-Gitane),Joseph Bruyere,Nan,Nan,Nan,
1978,3908,16.0,Saint-Etienne,L'Alpe-d'Huez,Hennie Kuiper  (Ti-Raleigh-Mcgregor),Joop Zoetemelk,Nan,Nan,Nan,
1978,3908,17.0,Grenoble,Morzine,Christian Seznec  (Miko-Mercier),Joop Zoetemelk,Nan,Nan,Nan,
1978,3908,18.0,Morzine,Lausanne,Gerrie Knetemann  (Ti-Raleigh-Mcgregor),Joop Zoetemelk,Nan,Nan,Nan,
1978,3908,19.0,Lausanne,Belfort,Marc Demeyer  (Velda-Lano-Flandria),Joop Zoetemelk,Nan,Nan,Nan,
1978,3908,20.0,Metz,Nancy,Bernard Hinault  (Renault-Gitane),Bernard Hinault,Nan,Nan,Nan,
1978,3908,21.0,Épernay,Senlis,Jan Raas  (Ti-Raleigh-Mcgregor),Bernard Hinault,Nan,Nan,Nan,
1978,3908,22.0,Saint-Germain-en-Laye,Paris,Gerrie Knetemann  (Ti-Raleigh-Mcgregor),Bernard Hinault,Freddy Maertens,Mariano Martinez,Henk Lubberding,
1977,4096,0.0,Fleurance,Fleurance,Dietrich Thurau  (Ti-Raleigh),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,1.0,Fleurance,Auch,Pierre-Raymond Villemiane  (Gitane-Campagnolo),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,2.0,Auch,Pau,Dietrich Thurau  (Ti-Raleigh),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,3.0,Oloron,Vitoria,José Nazabal  (Kas-Campagnolo),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,4.0,Vitoria,Seignosse,Régis Delepine  (Peugeot-Esso-Michelin),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,5.1,Morcenx,Bordeaux,Jacques Esclassan  (Peugeot-Esso-Michelin),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,5.2,Bordeaux,Bordeaux,Dietrich Thurau  (Ti-Raleigh),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,6.0,Bordeaux,Limoges,Jan Raas  (Frisol-Gazelle-Thirion),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,7.1,Jaunay-Clan,Angers,Patrick Sercu  (Fiat),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,7.2,Angers,Angers,Fiat,Dietrich Thurau,Nan,Nan,Nan,
1977,4096,8.0,Angers,Lorient,Giacinto Santambrogio  (Bianchi-Campagnolo),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,9.0,Lorient,Rennes,Klaus-Peter Thaler  (Teka),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,10.0,Bagnoles-de-l'Orne,Rouen,Fedor Den Hertog  (Frisol-Gazelle-Thirion),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,11.0,Rouen,Roubaix,Jean-Pierre Danguillaume  (Peugeot-Esso-Michelin),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,12.0,Roubaix,Charleroi,Patrick Sercu  (Fiat),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,13.1,Charleroi,Fribourg,Patrick Sercu  (Fiat),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,13.2,Altkirch,Besançon,Jean-Pierre Danguillaume  (Peugeot-Esso-Michelin),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,14.0,Besançon,Thonon,Bernard Quilfen  (Gitane-Campagnolo),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,15.1,Thonon,Morzine,Paul Wellens  (Frisol-Gazelle-Thirion),Dietrich Thurau,Nan,Nan,Nan,
1977,4096,15.2,Morzine,Avoriaz,Lucien Van Impe  (Lejeune-Bp),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,16.0,Morzine,Chamonix,Dietrich Thurau  (Ti-Raleigh),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,17.0,Chamonix,L'Alpe-d'Huez,Hennie Kuiper  (Ti-Raleigh),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,18.0,Voiron,Saint-Etienne,,Bernard Thevenet,Nan,Nan,Nan,
1977,4096,19.0,Saint-Trivier,Dijon,Gerrie Knetemann  (Ti-Raleigh),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,20.0,Dijon,Dijon,Bernard Thevenet  (Peugeot-Esso-Michelin),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,21.0,Montereau,Versailles,Gerrie Knetemann  (Ti-Raleigh),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,22.1,Versailles,Paris,Dietrich Thurau  (Ti-Raleigh),Bernard Thevenet,Nan,Nan,Nan,
1977,4096,22.2,Paris,Paris,Alain Meslet  (Gitane-Campagnolo),Bernard Thevenet,Jacques Esclassan,Lucien Van Impe,Dietrich Thurau,
1976,4017,0.0,Merlin-Plage,Saint-Jean-de-Monts,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Freddy Maertens,Nan,Nan,,
1976,4017,1.0,Merlin-Plage,Angers,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Freddy Maertens,Nan,Nan,,
1976,4017,2.0,Angers,Caen,Giovanni Battaglin  (Jollyceramica),Freddy Maertens,Nan,Nan,,
1976,4017,3.0,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Freddy Maertens,Nan,Nan,,
1976,4017,4.0,Le Touquet-Paris-Plage,Bornem,Hennie Kuiper  (Ti-Raleigh-Campagnolo),Freddy Maertens,Nan,Nan,,
1976,4017,5.1,Louvain,Louvain,Ti-Raleigh-Campagnolo,Freddy Maertens,Nan,Nan,,
1976,4017,5.2,Louvain,Verviers,Miguel-Maria Lasa  (Scic-Fiat-Colnago),Freddy Maertens,Nan,Nan,,
1976,4017,6.0,Bastogne,Nancy,Aldo Parecchini  (Brooklyn-Gios),Freddy Maertens,Nan,Nan,,
1976,4017,7.0,Nancy,Mulhouse,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Freddy Maertens,Nan,Nan,,
1976,4017,8.0,Beaulieu,Divonne,Jacques Esclassan  (Peugeot-Esso-Michelin),Freddy Maertens,Nan,Nan,,
1976,4017,9.0,Divonne,L'Alpe-d'Huez,Joop Zoetemelk  (Gan-Mercier-Hutchinson),Lucien Van Impe,Nan,Nan,,
1976,4017,10.0,Bourg-d'Oisans,Montgenèvre,Joop Zoetemelk  (Gan-Mercier-Hutchinson),Lucien Van Impe,Nan,Nan,,
1976,4017,11.0,Montgenèvre,Manosque,José-Luis Viejo  (Super Ser),Lucien Van Impe,Nan,Nan,,
1976,4017,12.0,Port Barcarès,Pyrénées 2000,Raymond Delisle  (Peugeot-Esso-Michelin),Raymond Delisle,Nan,Nan,,
1976,4017,13.0,Font Romeu,Saint Gaudens,Willy Teirlinck  (Gitane-Campagnolo),Raymond Delisle,Nan,Nan,,
1976,4017,14.0,Saint Gaudens,Saint-Lary-Soulan Col du Portet,Lucien Van Impe  (Gitane-Campagnolo),Lucien Van Impe,Nan,Nan,,
1976,4017,15.0,Saint-Lary-Soulan Col du Portet,Pau,Wladimiro Panizza  (Scic-Fiat-Colnago),Lucien Van Impe,Nan,Nan,,
1976,4017,16.0,Pau,Fleurance,Michel Pollentier  (Flandria-Velda-Vleesbdrijf),Lucien Van Impe,Nan,Nan,,
1976,4017,17.0,Fleurance,Auch,Ferdinand Bracke  (Lejeune-Bp),Lucien Van Impe,Nan,Nan,,
1976,4017,18.1,Auch,Langon,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Lucien Van Impe,Nan,Nan,,
1976,4017,18.2,Langon,Lacanau,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Lucien Van Impe,Nan,Nan,,
1976,4017,18.3,Lacanau,Bordeaux,Gerben Karstens  (Ti-Raleigh-Campagnolo),Lucien Van Impe,Nan,Nan,,
1976,4017,19.0,Sainte-Foy-la-Grande,Tulle,Hubert Mathis  (Miko-De Gribaldy-Superia),Lucien Van Impe,Nan,Nan,,
1976,4017,20.0,Tulle,Puy de Dôme,Joop Zoetemelk  (Gan-Mercier-Hutchinson),Lucien Van Impe,Nan,Nan,,
1976,4017,21.0,Montargis,Versailles,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Lucien Van Impe,Nan,Nan,,
1976,4017,22.1,Versailles,Paris,Freddy Maertens  (Flandria-Velda-Vleesbdrijf),Lucien Van Impe,Nan,Nan,,
1976,4017,22.2,Paris,Paris,Gerben Karstens  (Ti-Raleigh-Campagnolo),Lucien Van Impe,Freddy Maertens,Giancarlo Bellini,,
1975,4000,0.0,Charleroi,Charleroi,Francesco Moser  (Filotex),Francesco Moser,Nan,Nan,,
1975,4000,1.1,Charleroi,Molenbeek,Cees Priem  (Frisol),Francesco Moser,Nan,Nan,,
1975,4000,1.2,Molenbeek,Roubaix,Rik Van Linden  (Bianchi),Francesco Moser,Nan,Nan,,
1975,4000,2.0,Roubaix,Amiens,Ronald De Witte  (Flandria-Carpenter-Confortluxe),Francesco Moser,Nan,Nan,,
1975,4000,3.0,Amiens,Versailles,Karel Rottiers  (Molteni),Francesco Moser,Nan,Nan,,
1975,4000,4.0,Versailles,Le Mans,Jacques Esclassan  (Peugeot-Bp),Francesco Moser,Nan,Nan,,
1975,4000,5.0,Sablé,Merlin-Plage,Théo Smit  (Frisol),Francesco Moser,Nan,Nan,,
1975,4000,6.0,Merlin-Plage,Merlin-Plage,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1975,4000,7.0,Saint-Gilles-Croix-de-Vie,Angoulême,Francesco Moser  (Filotex),Eddy Merckx,Nan,Nan,,
1975,4000,8.0,Angoulême,Bordeaux,Barry Hoban  (Gan-Mercier),Eddy Merckx,Nan,Nan,,
1975,4000,9.1,Langon,Fleurance,Théo Smit  (Frisol),Eddy Merckx,Nan,Nan,,
1975,4000,9.2,Fleurance,Auch,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1975,4000,10.0,Auch,Pau,Felice Gimondi  (Bianchi),Eddy Merckx,Nan,Nan,,
1975,4000,11.0,Pau,Saint-Lary-Soulan Col du Portet,Juan Zurano  (Kas),Eddy Merckx,Nan,Nan,,
1975,4000,12.0,Tarbes,Albi,Gerrie Knetemann  (Gan-Mercier),Eddy Merckx,Nan,Nan,,
1975,4000,13.0,Albi,Super-Lioran,Michel Pollentier  (Flandria-Carpenter-Confortluxe),Eddy Merckx,Nan,Nan,,
1975,4000,14.0,Aurillac,Puy de Dôme,Lucien Van Impe  (Gitane),Eddy Merckx,Nan,Nan,,
1975,4000,15.0,Nice,Pra Loup,Bernard Thevenet  (Peugeot-Bp),Bernard Thevenet,Nan,Nan,,
1975,4000,16.0,Barcelonnette,Serre-Chevalier,Bernard Thevenet  (Peugeot-Bp),Bernard Thevenet,Nan,Nan,,
1975,4000,17.0,Valloire,Avoriaz,Vicente Lopez-Carril  (Kas),Bernard Thevenet,Nan,Nan,,
1975,4000,18.0,Morzine,Châtel,Lucien Van Impe  (Gitane),Bernard Thevenet,Nan,Nan,,
1975,4000,19.0,Thonon,Chalon-sur-Saône,Rik Van Linden  (Bianchi),Bernard Thevenet,Nan,Nan,,
1975,4000,20.0,Pouilly-en-Auxois,Melun,Giacinto Santambrogio  (Bianchi),Bernard Thevenet,Nan,Nan,,
1975,4000,21.0,Melun,Senlis,Rik Van Linden  (Bianchi),Bernard Thevenet,Nan,Nan,,
1975,4000,22.0,Paris,Paris,Walter Godefroot  (Flandria-Carpenter-Confortluxe),Bernard Thevenet,Lucien Van Impe,Rik Van Linden,,
1974,4098,0.0,Brest,Brest,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,1.0,Brest,Saint-Pol de Léon,Ercole Gualazzini  (Brooklyn),Joseph Bruyere,Nan,,,
1974,4098,2.0,Plymouth,Plymouth,Henk Poppe  (Frisol),Joseph Bruyere,Nan,,,
1974,4098,3.0,Morlaix,Saint-Malo,Patrick Sercu  (Brooklyn),Joseph Bruyere,Nan,,,
1974,4098,4.0,Saint-Malo,Caen,Patrick Sercu  (Brooklyn),Eddy Merckx,Nan,,,
1974,4098,5.0,Caen,Dieppe,Ronald De Witte  (Carpenter-Confortluxe),Gerben Karstens,Nan,,,
1974,4098,6.1,Dieppe,Harelbeke,,Gerben Karstens,Nan,,,
1974,4098,6.2,Harelbeke,Harelbeke,Molteni,Gerben Karstens,Nan,,,
1974,4098,7.0,Mons,Chalons-sur-Marne,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,8.1,Chalons-sur-Marne,Chaumont,Cyrille Guimard  (Flandria-Shimano-Merlin Plage),Eddy Merckx,Nan,,,
1974,4098,8.2,Chaumont,Besançon,Patrick Sercu  (Brooklyn),Eddy Merckx,Nan,,,
1974,4098,9.0,Besançon,Gaillard,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,10.0,Gaillard,Aix-les-Bains,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,11.0,Aix-les-Bains,Serre-Chevalier,Vicente Lopez-Carril  (Kas),Eddy Merckx,Nan,,,
1974,4098,12.0,Savines,Orange,Joseph Spruyt  (Molteni),Eddy Merckx,Nan,,,
1974,4098,13.0,Avignon,Montpellier,Barry Hoban  (Gan-Mercier),Eddy Merckx,Nan,,,
1974,4098,14.0,Lodève,Colomiers,Jean-Pierre Genet  (Gan-Mercier),Eddy Merckx,Nan,,,
1974,4098,15.0,Colomiers,Seo de Urgel,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,16.0,Seo de Urgel,Saint-Lary-Soulan Col du Portet,Raymond Poulidor  (Gan-Mercier),Eddy Merckx,Nan,,,
1974,4098,17.0,Saint-Lary-Soulan Col du Portet,Col du Tourmalet,Jean-Pierre Danguillaume  (Peugeot-Bp),Eddy Merckx,Nan,,,
1974,4098,18.0,Bagnères-de-Bigorre,Pau,Jean-Pierre Danguillaume  (Peugeot-Bp),Eddy Merckx,Nan,,,
1974,4098,19.1,Pau,Bordeaux,Francis Campaner  (Lejeune-Jobo),Eddy Merckx,Nan,,,
1974,4098,19.2,Bordeaux,Bordeaux,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,20.0,Saint-Gilles-Croix-de-Vie,Nantes,Gérard Vianen  (Gan-Mercier),Eddy Merckx,Nan,,,
1974,4098,21.1,Vouvray,Orléans,Eddy Merckx  (Molteni),Eddy Merckx,Nan,,,
1974,4098,21.2,Orléans,Orléans,Michel Pollentier  (Carpenter-Confortluxe),Eddy Merckx,Nan,,,
1974,4098,22.0,Orléans,Paris,Eddy Merckx  (Molteni),Eddy Merckx,Patrick Sercu,,,
1973,4090,0.0,Scheveningen,Scheveningen,Joop Zoetemelk  (Gitane-Frigecreme),Joop Zoetemelk,Nan,Nan,,
1973,4090,1.1,Scheveningen,Rotterdam,Willy Teirlinck  (Sonolor),Willy Teirlinck,Nan,Nan,,
1973,4090,1.2,Rotterdam,Saint-Nicolas,José Catieau  (Bic),Herman Vanspringel,Nan,Nan,,
1973,4090,2.1,Saint-Nicolas,Saint-Nicolas,Watney-Maes,Herman Vanspringel,Nan,Nan,,
1973,4090,2.2,Saint-Nicolas,Roubaix,Eddy Verstraeten  (Watney-Maes),Herman Vanspringel,Nan,Nan,,
1973,4090,3.0,Roubaix,Reims,Cyrille Guimard  (Gan-Mercier),José Catieau,Nan,Nan,,
1973,4090,4.0,Reims,Nancy,Joop Zoetemelk  (Gitane-Frigecreme),José Catieau,Nan,Nan,,
1973,4090,5.0,Nancy,Mulhouse,Walter Godefroot  (Carpenter-Shimano-Flandria),José Catieau,Nan,Nan,,
1973,4090,6.0,Belfort,Divonne,Jean-Pierre Danguillaume  (Peugeot-Bp),José Catieau,Nan,Nan,,
1973,4090,7.1,Divonne,Gaillard,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,7.2,Gaillard,Méribel,Bernard Thevenet  (Peugeot-Bp),Luis Ocana,Nan,Nan,,
1973,4090,8.0,Moûtiers,Les Orres,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,9.0,Embrun,Nice,Vicente Lopez-Carril  (Kas),Luis Ocana,Nan,Nan,,
1973,4090,10.0,Nice,Aubagne,Michaël Wright  (Gitane-Frigecreme),Luis Ocana,Nan,Nan,,
1973,4090,11.0,Montpellier,Argelès,Barry Hoban  (Gan-Mercier),Luis Ocana,Nan,Nan,,
1973,4090,12.1,Perpignan,Thuir,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,12.2,Thuir,Pyrénées 2000,Lucien Van Impe  (Sonolor),Luis Ocana,Nan,Nan,,
1973,4090,13.0,Bourg-Madame,Luchon,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,14.0,Luchon,Pau,Pedro Torres  (La Casera-Bahamontes),Luis Ocana,Nan,Nan,,
1973,4090,15.0,Pau,Fleurance,Wilfried David  (Carpenter-Shimano-Flandria),Luis Ocana,Nan,Nan,,
1973,4090,16.1,Fleurance,Bordeaux,Walter Godefroot  (Carpenter-Shimano-Flandria),Luis Ocana,Nan,Nan,,
1973,4090,16.2,Bordeaux,Bordeaux,Joaquim Agostinho  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,17.0,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Claude Tollet  (Sonolor),Luis Ocana,Nan,Nan,,
1973,4090,18.0,Brive-la-Gaillarde,Puy de Dôme,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,19.0,Bourges,Versailles,Barry Hoban  (Gan-Mercier),Luis Ocana,Nan,Nan,,
1973,4090,20.1,Versailles,Versailles,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1973,4090,20.2,Versailles,Paris,Bernard Thevenet  (Peugeot-Bp),Luis Ocana,Herman Vanspringel,Pedro Torres,,
1972,3846,0.0,Angers,Angers,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,1.0,Angers,Saint-Brieuc,Cyrille Guimard  (Gan-Mercier-Hutchinson),Cyrille Guimard,Nan,Nan,,
1972,3846,2.0,Saint-Brieuc,La Baule,Rik Van Linden  (De Gribaldy-Magniflex-Van Cauter),Cyrille Guimard,Nan,Nan,,
1972,3846,3.1,Pornichet,Saint-Jean-de-Monts,Ercole Gualazzini  (Salvarani),Cyrille Guimard,Nan,Nan,,
1972,3846,3.2,Merlin-Plage,Merlin-Plage,Molteni,Eddy Merckx,Nan,Nan,,
1972,3846,4.0,Merlin-Plage,Royan,Cyrille Guimard  (Gan-Mercier-Hutchinson),Cyrille Guimard,Nan,Nan,,
1972,3846,5.1,Royan,Bordeaux,Walter Godefroot  (Peugeot-Bp-Michelin),Cyrille Guimard,Nan,Nan,,
1972,3846,5.2,Bordeaux,Bordeaux,Eddy Merckx  (Molteni),Cyrille Guimard,Nan,Nan,,
1972,3846,6.0,Bordeaux,Bayonne,Léo Duyndam  (Goudsmit-Hoff),Cyrille Guimard,Nan,Nan,,
1972,3846,7.0,Bayonne,Pau,Yves Hezard  (Sonolor),Cyrille Guimard,Nan,Nan,,
1972,3846,8.0,Pau,Luchon,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,9.0,Luchon,Colomiers,Joseph Huysmans  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,10.0,Castres,La Grande-Motte,Willy Teirlinck  (Sonolor),Eddy Merckx,Nan,Nan,,
1972,3846,11.0,Carnon,Mont Ventoux,Bernard Thevenet  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1972,3846,12.0,Carpentras,Orcières-Merlette,Lucien Van Impe  (Sonolor),Eddy Merckx,Nan,Nan,,
1972,3846,13.0,Orcières-Merlette,Briançon,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,14.1,Briançon,Valloire,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,14.2,Valloire,Aix-les-Bains,Cyrille Guimard  (Gan-Mercier-Hutchinson),Eddy Merckx,Nan,Nan,,
1972,3846,15.0,Aix-les-Bains,Mont Revard,Cyrille Guimard  (Gan-Mercier-Hutchinson),Eddy Merckx,Nan,Nan,,
1972,3846,16.0,Aix-les-Bains,Pontarlier,Willy Teirlinck  (Sonolor),Eddy Merckx,Nan,Nan,,
1972,3846,17.0,Pontarlier,Ballon d'Alsace,Bernard Thevenet  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1972,3846,18.0,Vesoul,Auxerre,Marinus ''Rini'' Wagtmans  (Goudsmit-Hoff),Eddy Merckx,Nan,Nan,,
1972,3846,19.0,Auxerre,Versailles,Joseph Bruyere  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,20.1,Versailles,Versailles,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1972,3846,20.2,Versailles,Paris,Willy Teirlinck  (Sonolor),Eddy Merckx,Eddy Merckx,Lucien Van Impe,,
1971,3608,0.0,Mulhouse,Mulhouse,,Julien Stevens,Nan,Nan,,
1971,3608,1.1,Mulhouse,Bâle,Eric Leman  (Mars-Flandria),Eric Leman,Nan,Nan,,
1971,3608,1.2,Bâle,Fribourg,Gerben Karstens  (Goudsmit),Eddy Merckx,Nan,Nan,,
1971,3608,1.3,Fribourg,Mulhouse,Florent Van Vlierberghe  (Ferretti),Eddy Merckx,Nan,Nan,,
1971,3608,2.0,Mulhouse,Strasbourg,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1971,3608,3.0,Strasbourg,Nancy,Marinus ''Rini'' Wagtmans  (Molteni),Eddy Merckx,Nan,Nan,,
1971,3608,4.0,Nancy,Marche en Famenne,Jean-Pierre Genet  (Fagor-Mercier),Eddy Merckx,Nan,Nan,,
1971,3608,5.0,Dinant,Roubaix,Pietro Guerra  (Salvarani),Eddy Merckx,Nan,Nan,,
1971,3608,6.1,Roubaix,Amiens,Eric Leman  (Mars-Flandria),Eddy Merckx,Nan,Nan,,
1971,3608,6.2,Amiens,Le Touquet-Paris-Plage,Mauro Simonetti  (Ferretti),Eddy Merckx,Nan,Nan,,
1971,3608,7.0,Rungis,Nevers,Eric Leman  (Mars-Flandria),Eddy Merckx,Nan,Nan,,
1971,3608,8.0,Nevers,Puy de Dôme,Luis Ocana  (Bic),Eddy Merckx,Nan,Nan,,
1971,3608,9.0,Clermont-Ferrand,Saint-Etienne,Walter Godefroot  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1971,3608,10.0,Saint-Etienne,Grenoble,Bernard Thevenet  (Peugeot-Bp-Michelin),Joop Zoetemelk,Nan,Nan,,
1971,3608,11.0,Grenoble,Orcières-Merlette,Luis Ocana  (Bic),Luis Ocana,Nan,Nan,,
1971,3608,12.0,Orcières-Merlette,Marseille,Luciano Armani  (Scic),Luis Ocana,Nan,Nan,,
1971,3608,13.0,Albi,Albi,Eddy Merckx  (Molteni),Luis Ocana,Nan,Nan,,
1971,3608,14.0,Revel,Luchon,Jose-Manuel Fuente  (Kas),Eddy Merckx,Nan,Nan,,
1971,3608,15.0,Luchon,Superbagnères,Jose-Manuel Fuente  (Kas),Eddy Merckx,Nan,Nan,,
1971,3608,16.1,Luchon,Gourette,Bernard Labourdette  (Bic),Eddy Merckx,Nan,Nan,,
1971,3608,16.2,Gourette,Pau,Herman Vanspringel  (Molteni),Eddy Merckx,Nan,Nan,,
1971,3608,17.0,Mont de Marsan,Bordeaux,Eddy Merckx  (Molteni),Eddy Merckx,Nan,Nan,,
1971,3608,18.0,Bordeaux,Poitiers,Jean-Pierre Danguillaume  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1971,3608,19.0,Blois,Versailles,Jan Krekels  (Goudsmit),Eddy Merckx,Nan,Nan,,
1971,3608,20.0,Versailles,Paris,Eddy Merckx  (Molteni),Eddy Merckx,Eddy Merckx,Lucien Van Impe,,
1970,4254,0.0,Limoges,Limoges,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,1.0,Limoges,La Rochelle,Cyrille Guimard  (Fagor-Mercier-Hutchinson),Eddy Merckx,Nan,Nan,,
1970,4254,2.0,La Rochelle,Angers,Italo Zilioli  (Faema-Faemino),Italo Zilioli,Nan,Nan,,
1970,4254,3.1,Angers,Angers,Faema-Faemino,Italo Zilioli,Nan,Nan,,
1970,4254,3.2,Angers,Rennes,Marino Basso  (Molteni),Italo Zilioli,Nan,Nan,,
1970,4254,4.0,Rennes,Lisieux,Walter Godefroot  (Salvarani),Italo Zilioli,Nan,Nan,,
1970,4254,5.1,Lisieux,Rouen,Walter Godefroot  (Salvarani),Italo Zilioli,Nan,Nan,,
1970,4254,5.2,Rouen,Amiens,Joseph Spruyt  (Faema-Faemino),Italo Zilioli,Nan,Nan,,
1970,4254,6.0,Amiens,Valenciennes,Roger De Vlaeminck  (Flandria-De Clerck-Kruger),Eddy Merckx,Nan,Nan,,
1970,4254,7.1,Valenciennes,Forest,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,7.2,Forest,Forest,José-Antonio Gonzalez-Linares  (Kas-Kaskol),Eddy Merckx,Nan,Nan,,
1970,4254,8.0,Ciney,Feldsberg,Alain Vasseur  (Bic),Eddy Merckx,Nan,Nan,,
1970,4254,9.0,Sarrelouis,Mulhouse,Morgens Frey  (Frimatic-De Gribaldy-Viva-Wolber),Eddy Merckx,Nan,Nan,,
1970,4254,10.0,Belfort,Divonne,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,11.1,Divonne,Divonne,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,11.2,Divonne,Thonon,Marino Basso  (Molteni),Eddy Merckx,Nan,Nan,,
1970,4254,12.0,Thonon,Grenoble,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,13.0,Grenoble,Gap,Primo Mori  (Salvarani),Eddy Merckx,Nan,Nan,,
1970,4254,14.0,Gap,Mont Ventoux,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,15.0,Carpentras,Montpellier,Marinus ''Rini'' Wagtmans  (Willem Ii-Gazelle),Eddy Merckx,Nan,Nan,,
1970,4254,16.0,Montpellier,Toulouse,Florent Van Vlierberghe  (Ferretti),Eddy Merckx,Nan,Nan,,
1970,4254,17.0,Toulouse,Saint Gaudens,Luis Ocana  (Bic),Eddy Merckx,Nan,Nan,,
1970,4254,18.0,Saint Gaudens,La Mongie,Bernard Thevenet  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1970,4254,19.0,Bagnères-de-Bigorre,Mourenx,Christian Raymond  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1970,4254,20.1,Mourenx,Bordeaux,Rolf Wolfshohl  (Fagor-Mercier-Hutchinson),Eddy Merckx,Nan,Nan,,
1970,4254,20.2,Bordeaux,Bordeaux,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Nan,Nan,,
1970,4254,21.0,Ruffec,Tours,Marino Basso  (Molteni),Eddy Merckx,Nan,Nan,,
1970,4254,22.0,Tours,Versailles,Jean-Pierre Danguillaume  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1970,4254,23.0,Versailles,Paris,Eddy Merckx  (Faema-Faemino),Eddy Merckx,Eddy Merckx,Eddy Merckx,,
1969,4117,0.0,Roubaix,Roubaix,Rudi Altig  (Salvarani),Rudi Altig,Nan,Nan,,
