Year,Stages,Rank,Rider,Team,Times,Gap,B,P,Ranking type,Points,Checkpoint,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
2023,8,23,ELIZABETH HOLDEN,UAE TEAM ADQ,00h 31' 22'',+ 00h 02' 07'',,,Individual (Stage),,,956,8,time,1882,127
2023,8,24,BARBARA MALCOTTI,HUMAN POWERED HEALTH,,,,,Climber (Stage),25h 42' 43'',,956,8,time,0,0
2023,8,24,BARBARA MALCOTTI,HUMAN POWERED HEALTH,25h 42' 43'',+ 00h 25' 08'',,,Combative (Stage),,,956,8,time,92563,1508
2023,8,24,MAAIKE BOOGAARD,AG INSURANCE - SOUDAL QUICK-STEP TEAM,00h 31' 28'',+ 00h 02' 13'',,,Individual (Stage),,,956,8,time,1888,133
2023,8,25,PAULA PATIÑO BEDOYA,MOVISTAR TEAM WOMEN,,,,,Climber (Stage),25h 43' 56'',,956,8,time,0,0
2023,8,25,PAULA PATIÑO BEDOYA,MOVISTAR TEAM WOMEN,25h 43' 56'',+ 00h 26' 21'',,,Combative (Stage),,,956,8,time,92636,1581
2023,8,25,CLARA KOPPENBURG,COFIDIS WOMEN TEAM,00h 31' 29'',+ 00h 02' 14'',,,Individual (Stage),,,956,8,time,1889,134
2023,8,26,YARA KASTELIJN,FENIX-DECEUNINCK,,,,,Climber (Stage),25h 44' 17'',,956,8,time,0,0
2023,8,26,YARA KASTELIJN,FENIX-DECEUNINCK,25h 44' 17'',+ 00h 26' 42'',,,Combative (Stage),,,956,8,time,92657,1602
2023,8,26,AGNIESZKA SKALNIAK-SOJKA,CANYON//SRAM RACING,00h 31' 30'',+ 00h 02' 15'',,,Individual (Stage),,,956,8,time,1890,135
2023,8,27,CORALIE DEMAY,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),25h 45' 57'',,956,8,time,0,0
2023,8,27,CORALIE DEMAY,ST MICHEL - MAVIC - AUBER93,25h 45' 57'',+ 00h 28' 22'',,,Combative (Stage),,,956,8,time,92757,1702
2023,8,27,RICARDA BAUERNFEIND,CANYON//SRAM RACING,00h 31' 39'',+ 00h 02' 24'',,,Individual (Stage),,,956,8,time,1899,144
2023,8,28,MARLEN REUSSER,TEAM SD WORX,,,,,Climber (Stage),25h 47' 35'',,956,8,time,0,0
2023,8,28,MARLEN REUSSER,TEAM SD WORX,25h 47' 35'',+ 00h 30' 00'',,,Combative (Stage),,,956,8,time,92855,1800
2023,8,28,JULIE DE WILDE,FENIX-DECEUNINCK,00h 31' 41'',+ 00h 02' 26'',,,Individual (Stage),,,956,8,time,1901,146
2023,8,29,OLIVIA BARIL,UAE TEAM ADQ,,,,,Climber (Stage),25h 50' 14'',,956,8,time,0,0
2023,8,29,OLIVIA BARIL,UAE TEAM ADQ,25h 50' 14'',+ 00h 32' 39'',,,Combative (Stage),,,956,8,time,93014,1959
2023,8,29,KARLIJN SWINKELS,TEAM JUMBO-VISMA,00h 31' 42'',+ 00h 02' 27'',,,Individual (Stage),,,956,8,time,1902,147
2023,8,30,NATALIE GRINCZER,LIFEPLUS WAHOO,,,,,Climber (Stage),25h 52' 09'',,956,8,time,0,0
2023,8,30,NATALIE GRINCZER,LIFEPLUS WAHOO,25h 52' 09'',+ 00h 34' 34'',,,Combative (Stage),,,956,8,time,93129,2074
2023,8,30,CELIA LE MOUEL,ST MICHEL - MAVIC - AUBER93,00h 31' 42'',+ 00h 02' 27'',,,Individual (Stage),,,956,8,time,1902,147
2023,8,31,GRACE BROWN,FDJ-SUEZ,,,,,Climber (Stage),25h 52' 47'',,956,8,time,0,0
2023,8,31,GRACE BROWN,FDJ-SUEZ,25h 52' 47'',+ 00h 35' 12'',,,Combative (Stage),,,956,8,time,93167,2112
2023,8,31,JOSIE TALBOT,COFIDIS WOMEN TEAM,00h 31' 42'',+ 00h 02' 27'',,,Individual (Stage),,,956,8,time,1902,147
2023,8,32,ELEONORA GASPARRINI,UAE TEAM ADQ,,,,,Climber (Stage),25h 53' 08'',,956,8,time,0,0
2023,8,32,ELEONORA GASPARRINI,UAE TEAM ADQ,25h 53' 08'',+ 00h 35' 33'',,,Combative (Stage),,,956,8,time,93188,2133
2023,8,32,GEORGIA WILLIAMS,EF EDUCATION - TIBCO - SVB,00h 31' 46'',+ 00h 02' 31'',,,Individual (Stage),,,956,8,time,1906,151
2023,8,33,AUDREY CORDON RAGOT,HUMAN POWERED HEALTH,,,,,Climber (Stage),25h 54' 29'',,956,8,time,0,0
2023,8,33,AUDREY CORDON RAGOT,HUMAN POWERED HEALTH,25h 54' 29'',+ 00h 36' 54'',,,Combative (Stage),,,956,8,time,93269,2214
2023,8,33,CEDRINE KERBAOL,CERATIZIT - WNT PRO CYCLING TEAM,00h 31' 46'',+ 00h 02' 31'',,,Individual (Stage),,,956,8,time,1906,151
2023,8,34,SIMONE BOILARD,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),25h 54' 53'',,956,8,time,0,0
2023,8,34,SIMONE BOILARD,ST MICHEL - MAVIC - AUBER93,25h 54' 53'',+ 00h 37' 18'',,,Combative (Stage),,,956,8,time,93293,2238
2023,8,34,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL QUICK-STEP TEAM,00h 31' 51'',+ 00h 02' 36'',,,Individual (Stage),,,956,8,time,1911,156
2023,8,35,ELIZABETH DEIGNAN,LIDL - TREK,,,,,Climber (Stage),25h 57' 31'',,956,8,time,0,0
2023,8,35,ELIZABETH DEIGNAN,LIDL - TREK,25h 57' 31'',+ 00h 39' 56'',,,Combative (Stage),,,956,8,time,93451,2396
2023,8,35,QUINTY TON,LIV RACING TEQFIND,00h 31' 51'',+ 00h 02' 36'',,,Individual (Stage),,,956,8,time,1911,156
2023,8,36,ELISE CHABBEY,CANYON//SRAM RACING,,,,,Climber (Stage),25h 57' 49'',,956,8,time,0,0
2023,8,36,ELISE CHABBEY,CANYON//SRAM RACING,25h 57' 49'',+ 00h 40' 14'',,,Combative (Stage),,,956,8,time,93469,2414
2023,8,36,CECILIE LUDWIG,FDJ-SUEZ,00h 31' 52'',+ 00h 02' 37'',,,Individual (Stage),,,956,8,time,1912,157
2023,8,37,LÉA CURINIER,TEAM DSM-FIRMENICH,,,,,Climber (Stage),25h 58' 07'',,956,8,time,0,0
2023,8,37,LÉA CURINIER,TEAM DSM-FIRMENICH,25h 58' 07'',+ 00h 40' 32'',,,Combative (Stage),,,956,8,time,93487,2432
2023,8,37,PFEIFFER GEORGI,TEAM DSM-FIRMENICH,00h 31' 55'',+ 00h 02' 40'',,,Individual (Stage),,,956,8,time,1915,160
2023,8,38,ROMY KASPER,AG INSURANCE - SOUDAL QUICK-STEP TEAM,,,,,Climber (Stage),25h 58' 17'',,956,8,time,0,0
2023,8,38,ROMY KASPER,AG INSURANCE - SOUDAL QUICK-STEP TEAM,25h 58' 17'',+ 00h 40' 42'',,,Combative (Stage),,,956,8,time,93497,2442
2023,8,38,TAMARA DRONOVA,ISRAEL PREMIER TECH ROLAND,00h 31' 56'',+ 00h 02' 41'',,,Individual (Stage),,,956,8,time,1916,161
2023,8,39,CHRISTINA SCHWEINBERGER,FENIX-DECEUNINCK,,,,,Climber (Stage),25h 59' 17'',,956,8,time,0,0
2023,8,39,CHRISTINA SCHWEINBERGER,FENIX-DECEUNINCK,25h 59' 17'',+ 00h 41' 42'',,,Combative (Stage),,,956,8,time,93557,2502
2023,8,39,ALENA AMIALIUSIK,UAE TEAM ADQ,00h 31' 58'',+ 00h 02' 43'',,,Individual (Stage),,,956,8,time,1918,163
2023,8,40,ANOUSKA KOSTER,UNO-X PRO CYCLING TEAM,,,,,Climber (Stage),25h 59' 58'',,956,8,time,0,0
2023,8,40,ANOUSKA KOSTER,UNO-X PRO CYCLING TEAM,25h 59' 58'',+ 00h 42' 23'',,,Combative (Stage),,,956,8,time,93598,2543
2023,8,40,SILVIA PERSICO,UAE TEAM ADQ,00h 32' 01'',+ 00h 02' 46'',,,Individual (Stage),,,956,8,time,1921,166
2023,8,41,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 00' 35'',,956,8,time,0,0
2023,8,41,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,26h 00' 35'',+ 00h 43' 00'',,,Combative (Stage),,,956,8,time,93635,2580
2023,8,41,EMMA NORSGAARD BJERG,MOVISTAR TEAM WOMEN,00h 32' 01'',+ 00h 02' 46'',,,Individual (Stage),,,956,8,time,1921,166
2023,8,42,SORAYA PALADIN,CANYON//SRAM RACING,,,,,Climber (Stage),26h 01' 07'',,956,8,time,0,0
2023,8,42,SORAYA PALADIN,CANYON//SRAM RACING,26h 01' 07'',+ 00h 43' 32'',,,Combative (Stage),,,956,8,time,93667,2612
2023,8,42,SARAH ROY,CANYON//SRAM RACING,00h 32' 02'',+ 00h 02' 47'',,,Individual (Stage),,,956,8,time,1922,167
2023,8,43,ALENA AMIALIUSIK,UAE TEAM ADQ,,,,,Climber (Stage),26h 01' 57'',,956,8,time,0,0
2023,8,43,ALENA AMIALIUSIK,UAE TEAM ADQ,26h 01' 57'',+ 00h 44' 22'',,,Combative (Stage),,,956,8,time,93717,2662
2023,8,43,ALEXANDRA MANLY,TEAM JAYCO ALULA,00h 32' 03'',+ 00h 02' 48'',,,Individual (Stage),,,956,8,time,1923,168
2023,8,44,ALICE TOWERS,CANYON//SRAM RACING,,,,,Climber (Stage),26h 02' 12'',,956,8,time,0,0
2023,8,44,ALICE TOWERS,CANYON//SRAM RACING,26h 02' 12'',+ 00h 44' 37'',,,Combative (Stage),,,956,8,time,93732,2677
2023,8,44,ELEONORA GASPARRINI,UAE TEAM ADQ,00h 32' 03'',+ 00h 02' 48'',,,Individual (Stage),,,956,8,time,1923,168
2023,8,45,CAROLINE ANDERSSON,LIV RACING TEQFIND,,,,,Climber (Stage),26h 02' 48'',,956,8,time,0,0
2023,8,45,CAROLINE ANDERSSON,LIV RACING TEQFIND,26h 02' 48'',+ 00h 45' 13'',,,Combative (Stage),,,956,8,time,93768,2713
2023,8,45,ASHLEIGH MOOLMAN PASIO,AG INSURANCE - SOUDAL QUICK-STEP TEAM,00h 32' 07'',+ 00h 02' 52'',,,Individual (Stage),,,956,8,time,1927,172
2023,8,46,SILKE SMULDERS,LIV RACING TEQFIND,,,,,Climber (Stage),26h 03' 00'',,956,8,time,0,0
2023,8,46,SILKE SMULDERS,LIV RACING TEQFIND,26h 03' 00'',+ 00h 45' 25'',,,Combative (Stage),,,956,8,time,93780,2725
2023,8,46,LIANE LIPPERT,MOVISTAR TEAM WOMEN,00h 32' 07'',+ 00h 02' 52'',,,Individual (Stage),,,956,8,time,1927,172
2023,8,47,JULIA BORGSTRÖM,AG INSURANCE - SOUDAL QUICK-STEP TEAM,,,,,Climber (Stage),26h 03' 30'',,956,8,time,0,0
2023,8,47,JULIA BORGSTRÖM,AG INSURANCE - SOUDAL QUICK-STEP TEAM,26h 03' 30'',+ 00h 45' 55'',,,Combative (Stage),,,956,8,time,93810,2755
2023,8,47,ROMY KASPER,AG INSURANCE - SOUDAL QUICK-STEP TEAM,00h 32' 08'',+ 00h 02' 53'',,,Individual (Stage),,,956,8,time,1928,173
2023,8,48,ESMÉE PEPERKAMP,TEAM DSM-FIRMENICH,,,,,Climber (Stage),26h 03' 41'',,956,8,time,0,0
2023,8,48,ESMÉE PEPERKAMP,TEAM DSM-FIRMENICH,26h 03' 41'',+ 00h 46' 06'',,,Combative (Stage),,,956,8,time,93821,2766
2023,8,48,LÉA CURINIER,TEAM DSM-FIRMENICH,00h 32' 11'',+ 00h 02' 56'',,,Individual (Stage),,,956,8,time,1931,176
2023,8,49,RACHEL NEYLAN,COFIDIS WOMEN TEAM,,,,,Climber (Stage),26h 05' 04'',,956,8,time,0,0
2023,8,49,RACHEL NEYLAN,COFIDIS WOMEN TEAM,26h 05' 04'',+ 00h 47' 29'',,,Combative (Stage),,,956,8,time,93904,2849
2023,8,49,SILKE SMULDERS,LIV RACING TEQFIND,00h 32' 12'',+ 00h 02' 57'',,,Individual (Stage),,,956,8,time,1932,177
2023,8,50,KATHRIN HAMMES,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 06' 21'',,956,8,time,0,0
2023,8,50,KATHRIN HAMMES,EF EDUCATION - TIBCO - SVB,26h 06' 21'',+ 00h 48' 46'',,,Combative (Stage),,,956,8,time,93981,2926
2023,8,50,MARTA LACH,CERATIZIT - WNT PRO CYCLING TEAM,00h 32' 14'',+ 00h 02' 59'',,,Individual (Stage),,,956,8,time,1934,179
2023,8,51,MARTA LACH,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 07' 03'',,956,8,time,0,0
2023,8,51,MARTA LACH,CERATIZIT - WNT PRO CYCLING TEAM,26h 07' 03'',+ 00h 49' 28'',,,Combative (Stage),,,956,8,time,94023,2968
2023,8,51,TENIEL CAMPBELL,TEAM JAYCO ALULA,00h 32' 16'',+ 00h 03' 01'',,,Individual (Stage),,,956,8,time,1936,181
2023,8,52,LUCINDA BRAND,LIDL - TREK,,,,,Climber (Stage),26h 07' 58'',,956,8,time,0,0
2023,8,52,LUCINDA BRAND,LIDL - TREK,26h 07' 58'',+ 00h 50' 23'',,,Combative (Stage),,,956,8,time,94078,3023
2023,8,52,FLOORTJE MACKAIJ,MOVISTAR TEAM WOMEN,00h 32' 22'',+ 00h 03' 07'',,,Individual (Stage),,,956,8,time,1942,187
2023,8,53,ELIZABETH STANNARD,ISRAEL PREMIER TECH ROLAND,,,,,Climber (Stage),26h 08' 51'',,956,8,time,0,0
2023,8,53,ELIZABETH STANNARD,ISRAEL PREMIER TECH ROLAND,26h 08' 51'',+ 00h 51' 16'',,,Combative (Stage),,,956,8,time,94131,3076
2023,8,53,MAGDELEINE VALLIERES,EF EDUCATION - TIBCO - SVB,00h 32' 23'',+ 00h 03' 08'',,,Individual (Stage),,,956,8,time,1943,188
2023,8,54,AGNIESZKA SKALNIAK-SOJKA,CANYON//SRAM RACING,,,,,Climber (Stage),26h 08' 53'',,956,8,time,0,0
2023,8,54,AGNIESZKA SKALNIAK-SOJKA,CANYON//SRAM RACING,26h 08' 53'',+ 00h 51' 18'',,,Combative (Stage),,,956,8,time,94133,3078
2023,8,54,MARGOT POMPANON,ST MICHEL - MAVIC - AUBER93,00h 32' 24'',+ 00h 03' 09'',,,Individual (Stage),,,956,8,time,1944,189
2023,8,55,MAAIKE COLJÉ,ARKEA PRO CYCLING TEAM,,,,,Climber (Stage),26h 11' 20'',,956,8,time,0,0
2023,8,55,MAAIKE COLJÉ,ARKEA PRO CYCLING TEAM,26h 11' 20'',+ 00h 53' 45'',,,Combative (Stage),,,956,8,time,94280,3225
2023,8,55,RACHEL NEYLAN,COFIDIS WOMEN TEAM,00h 32' 25'',+ 00h 03' 10'',,,Individual (Stage),,,956,8,time,1945,190
2023,8,56,QUINTY TON,LIV RACING TEQFIND,,,,,Climber (Stage),26h 12' 02'',,956,8,time,0,0
2023,8,56,QUINTY TON,LIV RACING TEQFIND,26h 12' 02'',+ 00h 54' 27'',,,Combative (Stage),,,956,8,time,94322,3267
2023,8,56,EVY KUIJPERS,FENIX-DECEUNINCK,00h 32' 29'',+ 00h 03' 14'',,,Individual (Stage),,,956,8,time,1949,194
2023,8,57,JULIE VAN DE VELDE,FENIX-DECEUNINCK,,,,,Climber (Stage),26h 12' 11'',,956,8,time,0,0
2023,8,57,JULIE VAN DE VELDE,FENIX-DECEUNINCK,26h 12' 11'',+ 00h 54' 36'',,,Combative (Stage),,,956,8,time,94331,3276
2023,8,57,SIMONE BOILARD,ST MICHEL - MAVIC - AUBER93,00h 32' 29'',+ 00h 03' 14'',,,Individual (Stage),,,956,8,time,1949,194
2023,8,58,GEORGIA WILLIAMS,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 12' 34'',,956,8,time,0,0
2023,8,58,GEORGIA WILLIAMS,EF EDUCATION - TIBCO - SVB,26h 12' 34'',+ 00h 54' 59'',,,Combative (Stage),,,956,8,time,94354,3299
2023,8,58,JULIA BORGSTRÖM,AG INSURANCE - SOUDAL QUICK-STEP TEAM,00h 32' 29'',+ 00h 03' 14'',,,Individual (Stage),,,956,8,time,1949,194
2023,8,59,ELIZABETH HOLDEN,UAE TEAM ADQ,,,,,Climber (Stage),26h 12' 37'',,956,8,time,0,0
2023,8,59,ELIZABETH HOLDEN,UAE TEAM ADQ,26h 12' 37'',+ 00h 55' 02'',,,Combative (Stage),,,956,8,time,94357,3302
2023,8,59,CHRISTINE MAJERUS,TEAM SD WORX,00h 32' 30'',+ 00h 03' 15'',,,Individual (Stage),,,956,8,time,1950,195
2023,8,60,CHRISTINE MAJERUS,TEAM SD WORX,,,,,Climber (Stage),26h 12' 53'',,956,8,time,0,0
2023,8,60,CHRISTINE MAJERUS,TEAM SD WORX,26h 12' 53'',+ 00h 55' 18'',,,Combative (Stage),,,956,8,time,94373,3318
2023,8,60,AMBER PATE,TEAM JAYCO ALULA,00h 32' 33'',+ 00h 03' 18'',,,Individual (Stage),,,956,8,time,1953,198
2023,8,61,PFEIFFER GEORGI,TEAM DSM-FIRMENICH,,,,,Climber (Stage),26h 13' 10'',,956,8,time,0,0
2023,8,61,PFEIFFER GEORGI,TEAM DSM-FIRMENICH,26h 13' 10'',+ 00h 55' 35'',,,Combative (Stage),,,956,8,time,94390,3335
2023,8,61,SANDRA ALONSO,CERATIZIT - WNT PRO CYCLING TEAM,00h 32' 34'',+ 00h 03' 19'',,,Individual (Stage),,,956,8,time,1954,199
2023,8,62,LETIZIA BORGHESI,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 13' 12'',,956,8,time,0,0
2023,8,62,LETIZIA BORGHESI,EF EDUCATION - TIBCO - SVB,26h 13' 12'',+ 00h 55' 37'',,,Combative (Stage),,,956,8,time,94392,3337
2023,8,62,ANE SANTESTEBAN,TEAM JAYCO ALULA,00h 32' 38'',+ 00h 03' 23'',,,Individual (Stage),,,956,8,time,1958,203
2023,8,63,MISCHA BREDEWOLD,TEAM SD WORX,,,,,Climber (Stage),26h 13' 31'',,956,8,time,0,0
2023,8,63,MISCHA BREDEWOLD,TEAM SD WORX,26h 13' 31'',+ 00h 55' 56'',,,Combative (Stage),,,956,8,time,94411,3356
2023,8,63,JULIE VAN DE VELDE,FENIX-DECEUNINCK,00h 32' 38'',+ 00h 03' 23'',,,Individual (Stage),,,956,8,time,1958,203
2023,8,64,DILYXINE MIERMONT,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),26h 14' 15'',,956,8,time,0,0
2023,8,64,DILYXINE MIERMONT,ST MICHEL - MAVIC - AUBER93,26h 14' 15'',+ 00h 56' 40'',,,Combative (Stage),,,956,8,time,94455,3400
2023,8,64,CLAIRE STEELS,ISRAEL PREMIER TECH ROLAND,00h 32' 42'',+ 00h 03' 27'',,,Individual (Stage),,,956,8,time,1962,207
2023,8,65,FLOORTJE MACKAIJ,MOVISTAR TEAM WOMEN,,,,,Climber (Stage),26h 14' 39'',,956,8,time,0,0
2023,8,65,FLOORTJE MACKAIJ,MOVISTAR TEAM WOMEN,26h 14' 39'',+ 00h 57' 04'',,,Combative (Stage),,,956,8,time,94479,3424
2023,8,65,ELIZABETH DEIGNAN,LIDL - TREK,00h 32' 43'',+ 00h 03' 28'',,,Individual (Stage),,,956,8,time,1963,208
2023,8,66,THALITA DE JONG,LIV RACING TEQFIND,,,,,Climber (Stage),26h 14' 48'',,956,8,time,0,0
2023,8,66,THALITA DE JONG,LIV RACING TEQFIND,26h 14' 48'',+ 00h 57' 13'',,,Combative (Stage),,,956,8,time,94488,3433
2023,8,66,LAURETTA HANSON,LIDL - TREK,00h 32' 44'',+ 00h 03' 29'',,,Individual (Stage),,,956,8,time,1964,209
2023,8,67,JADE WIEL,FDJ-SUEZ,,,,,Climber (Stage),26h 15' 12'',,956,8,time,0,0
2023,8,67,JADE WIEL,FDJ-SUEZ,26h 15' 12'',+ 00h 57' 37'',,,Combative (Stage),,,956,8,time,94512,3457
2023,8,67,MEGAN JASTRAB,TEAM DSM-FIRMENICH,00h 32' 45'',+ 00h 03' 30'',,,Individual (Stage),,,956,8,time,1965,210
2023,8,68,ANNA HENDERSON,TEAM JUMBO-VISMA,,,,,Climber (Stage),26h 15' 42'',,956,8,time,0,0
2023,8,68,ANNA HENDERSON,TEAM JUMBO-VISMA,26h 15' 42'',+ 00h 58' 07'',,,Combative (Stage),,,956,8,time,94542,3487
2023,8,68,DILYXINE MIERMONT,ST MICHEL - MAVIC - AUBER93,00h 32' 47'',+ 00h 03' 32'',,,Individual (Stage),,,956,8,time,1967,212
2023,8,69,SIGRID HAUGSET,TEAM COOP-HITEC PRODUCTS,,,,,Climber (Stage),26h 17' 09'',,956,8,time,0,0
2023,8,69,SIGRID HAUGSET,TEAM COOP-HITEC PRODUCTS,26h 17' 09'',+ 00h 59' 34'',,,Combative (Stage),,,956,8,time,94629,3574
2023,8,69,HANNAH LUDWIG,UNO-X PRO CYCLING TEAM,00h 32' 48'',+ 00h 03' 33'',,,Individual (Stage),,,956,8,time,1968,213
2023,8,70,EMMA NORSGAARD BJERG,MOVISTAR TEAM WOMEN,,,,,Climber (Stage),26h 17' 59'',,956,8,time,0,0
2023,8,70,EMMA NORSGAARD BJERG,MOVISTAR TEAM WOMEN,26h 17' 59'',+ 01h 00' 24'',,,Combative (Stage),,,956,8,time,94679,3624
2023,8,70,LETIZIA BORGHESI,EF EDUCATION - TIBCO - SVB,00h 32' 50'',+ 00h 03' 35'',,,Individual (Stage),,,956,8,time,1970,215
2023,8,71,HANNAH LUDWIG,UNO-X PRO CYCLING TEAM,,,,,Climber (Stage),26h 18' 28'',,956,8,time,0,0
2023,8,71,HANNAH LUDWIG,UNO-X PRO CYCLING TEAM,26h 18' 28'',+ 01h 00' 53'',,,Combative (Stage),,,956,8,time,94708,3653
2023,8,71,JEANNE KOREVAAR,LIV RACING TEQFIND,00h 32' 53'',+ 00h 03' 38'',,,Individual (Stage),,,956,8,time,1973,218
2023,8,72,AMBER PATE,TEAM JAYCO ALULA,,,,,Climber (Stage),26h 18' 43'',,956,8,time,0,0
2023,8,72,AMBER PATE,TEAM JAYCO ALULA,26h 18' 43'',+ 01h 01' 08'',,,Combative (Stage),,,956,8,time,94723,3668
2023,8,72,JADE WIEL,FDJ-SUEZ,00h 32' 53'',+ 00h 03' 38'',,,Individual (Stage),,,956,8,time,1973,218
2023,8,73,MARTHE TRUYEN,FENIX-DECEUNINCK,,,,,Climber (Stage),26h 19' 41'',,956,8,time,0,0
2023,8,73,MARTHE TRUYEN,FENIX-DECEUNINCK,26h 19' 41'',+ 01h 02' 06'',,,Combative (Stage),,,956,8,time,94781,3726
2023,8,73,ELLA WYLLIE,LIFEPLUS WAHOO,00h 32' 53'',+ 00h 03' 38'',,,Individual (Stage),,,956,8,time,1973,218
2023,8,74,MORGANE COSTON,COFIDIS WOMEN TEAM,,,,,Climber (Stage),26h 19' 47'',,956,8,time,0,0
2023,8,74,MORGANE COSTON,COFIDIS WOMEN TEAM,26h 19' 47'',+ 01h 02' 12'',,,Combative (Stage),,,956,8,time,94787,3732
2023,8,74,ALICE TOWERS,CANYON//SRAM RACING,00h 32' 55'',+ 00h 03' 40'',,,Individual (Stage),,,956,8,time,1975,220
2023,8,75,ALEXANDRA MANLY,TEAM JAYCO ALULA,,,,,Climber (Stage),26h 20' 21'',,956,8,time,0,0
2023,8,75,ALEXANDRA MANLY,TEAM JAYCO ALULA,26h 20' 21'',+ 01h 02' 46'',,,Combative (Stage),,,956,8,time,94821,3766
2023,8,75,ELIZABETH STANNARD,ISRAEL PREMIER TECH ROLAND,00h 32' 55'',+ 00h 03' 40'',,,Individual (Stage),,,956,8,time,1975,220
2023,8,76,KARLIJN SWINKELS,TEAM JUMBO-VISMA,,,,,Climber (Stage),26h 20' 56'',,956,8,time,0,0
2023,8,76,KARLIJN SWINKELS,TEAM JUMBO-VISMA,26h 20' 56'',+ 01h 03' 21'',,,Combative (Stage),,,956,8,time,94856,3801
2023,8,76,SANNE CANT,FENIX-DECEUNINCK,00h 32' 57'',+ 00h 03' 42'',,,Individual (Stage),,,956,8,time,1977,222
2023,8,77,DANIELLE DE FRANCESCO,ARKEA PRO CYCLING TEAM,,,,,Climber (Stage),26h 23' 01'',,956,8,time,0,0
2023,8,77,DANIELLE DE FRANCESCO,ARKEA PRO CYCLING TEAM,26h 23' 01'',+ 01h 05' 26'',,,Combative (Stage),,,956,8,time,94981,3926
2023,8,77,MAAIKE COLJÉ,ARKEA PRO CYCLING TEAM,00h 32' 59'',+ 00h 03' 44'',,,Individual (Stage),,,956,8,time,1979,224
2023,8,78,ERI YONAMINE,HUMAN POWERED HEALTH,,,,,Climber (Stage),26h 23' 15'',,956,8,time,0,0
2023,8,78,ERI YONAMINE,HUMAN POWERED HEALTH,26h 23' 15'',+ 01h 05' 40'',,,Combative (Stage),,,956,8,time,94995,3940
2023,8,78,ALISON JACKSON,EF EDUCATION - TIBCO - SVB,00h 32' 59'',+ 00h 03' 44'',,,Individual (Stage),,,956,8,time,1979,224
2023,8,79,ELENA HARTMANN,ISRAEL PREMIER TECH ROLAND,,,,,Climber (Stage),26h 24' 21'',,956,8,time,0,0
2023,8,79,ELENA HARTMANN,ISRAEL PREMIER TECH ROLAND,26h 24' 21'',+ 01h 06' 46'',,,Combative (Stage),,,956,8,time,95061,4006
2023,8,79,ELISE CHABBEY,CANYON//SRAM RACING,00h 33' 01'',+ 00h 03' 46'',,,Individual (Stage),,,956,8,time,1981,226
2023,8,80,SARA POIDEVIN,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 26' 16'',,956,8,time,0,0
2023,8,80,SARA POIDEVIN,EF EDUCATION - TIBCO - SVB,26h 26' 16'',+ 01h 08' 41'',,,Combative (Stage),,,956,8,time,95176,4121
2023,8,80,ELENA CECCHINI,TEAM SD WORX,00h 33' 02'',+ 00h 03' 47'',,,Individual (Stage),,,956,8,time,1982,227
2023,8,81,MARGOT POMPANON,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),26h 26' 29'',,956,8,time,0,0
2023,8,81,MARGOT POMPANON,ST MICHEL - MAVIC - AUBER93,26h 26' 29'',+ 01h 08' 54'',,,Combative (Stage),,,956,8,time,95189,4134
2023,8,81,AUDE BIANNIC,MOVISTAR TEAM WOMEN,00h 33' 02'',+ 00h 03' 47'',,,Individual (Stage),,,956,8,time,1982,227
2023,8,82,JULIE DE WILDE,FENIX-DECEUNINCK,,,,,Climber (Stage),26h 27' 42'',,956,8,time,0,0
2023,8,82,JULIE DE WILDE,FENIX-DECEUNINCK,26h 27' 42'',+ 01h 10' 07'',,,Combative (Stage),,,956,8,time,95262,4207
2023,8,82,KATHRIN HAMMES,EF EDUCATION - TIBCO - SVB,00h 33' 08'',+ 00h 03' 53'',,,Individual (Stage),,,956,8,time,1988,233
2023,8,83,NINA BERTON,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 27' 43'',,956,8,time,0,0
2023,8,83,NINA BERTON,CERATIZIT - WNT PRO CYCLING TEAM,26h 27' 43'',+ 01h 10' 08'',,,Combative (Stage),,,956,8,time,95263,4208
2023,8,83,MARTHE TRUYEN,FENIX-DECEUNINCK,00h 33' 09'',+ 00h 03' 54'',,,Individual (Stage),,,956,8,time,1989,234
2023,8,84,AUDE BIANNIC,MOVISTAR TEAM WOMEN,,,,,Climber (Stage),26h 28' 02'',,956,8,time,0,0
2023,8,84,AUDE BIANNIC,MOVISTAR TEAM WOMEN,26h 28' 02'',+ 01h 10' 27'',,,Combative (Stage),,,956,8,time,95282,4227
