Year,Stages,Rank,Rider,Team,Times,Gap,B,P,Ranking type,Points,Checkpoint,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
2024,6,3,LIANE LIPPERT,MOVISTAR TEAM,,,04',,Points (Stage),22 PTS,,946,8,time,0,0
2024,6,3,,LIV-ALULA-JAYCO,12h 16' 14'',+ 00h 01' 08'',,,Team (Stage),,,946,8,time,44174,68
2024,6,3,NEVE SUMMER BRADBURY,CANYON//SRAM RACING,04h 05' 39'',+ 00h 00' 37'',,,Youth (Stage),,,946,8,time,14739,37
2024,6,4,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,6,4,KARLIJN SWINKELS,UAE TEAM ADQ,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,4,CHRISTINE MAJERUS,TEAM SD WORX - PROTIME,,,,,Points (Stage),15 PTS,,946,8,time,0,0
2024,6,4,KARLIJN SWINKELS,UAE TEAM ADQ,,,,,Points (Stage),19 PTS,,946,8,time,0,0
2024,6,4,,ARKEA - B&B HOTELS WOMEN,12h 18' 27'',+ 00h 03' 21'',,,Team (Stage),,,946,8,time,44307,201
2024,6,4,MARION BUNEL,ST MICHEL - MAVIC - AUBER93,04h 06' 12'',+ 00h 01' 10'',,,Youth (Stage),,,946,8,time,14772,70
2024,6,5,LUCINDA BRAND,LIDL - TREK,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,5,NIAMH FISHER-BLACK,TEAM SD WORX - PROTIME,,,,,Points (Stage),13 PTS,,946,8,time,0,0
2024,6,5,LUCINDA BRAND,LIDL - TREK,,,,,Points (Stage),17 PTS,,946,8,time,0,0
2024,6,5,,AG INSURANCE - SOUDAL TEAM,12h 18' 35'',+ 00h 03' 29'',,,Team (Stage),,,946,8,time,44315,209
2024,6,5,JULIE DE WILDE,FENIX-DECEUNINCK,04h 12' 53'',+ 00h 07' 51'',,,Youth (Stage),,,946,8,time,15173,471
2024,6,6,KATARZYNA Niewiadoma-Phinney,CANYON//SRAM RACING,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,6,AUDREY CORDON RAGOT,HUMAN POWERED HEALTH,,,,,Points (Stage),11 PTS,,946,8,time,0,0
2024,6,6,KATARZYNA Niewiadoma-Phinney,CANYON//SRAM RACING,,,,,Points (Stage),15 PTS,,946,8,time,0,0
2024,6,6,,CERATIZIT - WNT PRO CYCLING TEAM,12h 18' 55'',+ 00h 03' 49'',,,Team (Stage),,,946,8,time,44335,229
2024,6,6,ANNIINA AHTOSALO,UNO-X MOBILITY,04h 12' 53'',+ 00h 07' 51'',,,Youth (Stage),,,946,8,time,15173,471
2024,6,7,PUCK PIETERSE,FENIX-DECEUNINCK,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,7,AMBER PATE,LIV-ALULA-JAYCO,,,,,Points (Stage),10 PTS,,946,8,time,0,0
2024,6,7,PUCK PIETERSE,FENIX-DECEUNINCK,,,,,Points (Stage),13 PTS,,946,8,time,0,0
2024,6,7,,UNO-X MOBILITY,12h 19' 16'',+ 00h 04' 10'',,,Team (Stage),,,946,8,time,44356,250
2024,6,7,MAEVA SQUIBAN,ARKEA - B&B HOTELS WOMEN,04h 12' 53'',+ 00h 07' 51'',,,Youth (Stage),,,946,8,time,15173,471
2024,6,8,THALITA DE JONG,LOTTO DSTNY LADIES,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,8,GRACE BROWN,FDJ-SUEZ,,,,,Points (Stage),9 PTS,,946,8,time,0,0
2024,6,8,THALITA DE JONG,LOTTO DSTNY LADIES,,,,,Points (Stage),11 PTS,,946,8,time,0,0
2024,6,8,,FENIX-DECEUNINCK,12h 19' 16'',+ 00h 04' 10'',,,Team (Stage),,,946,8,time,44356,250
2024,6,8,FRANCESCA BARALE,TEAM DSM-FIRMENICH POSTNL,04h 13' 45'',+ 00h 08' 43'',,,Youth (Stage),,,946,8,time,15225,523
2024,6,9,EVITA MUZIC,FDJ-SUEZ,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,9,ELLEN VAN DIJK,LIDL - TREK,,,,,Points (Stage),8 PTS,,946,8,time,0,0
2024,6,9,EVITA MUZIC,FDJ-SUEZ,,,,,Points (Stage),9 PTS,,946,8,time,0,0
2024,6,9,,MOVISTAR TEAM,12h 22' 57'',+ 00h 07' 51'',,,Team (Stage),,,946,8,time,44577,471
2024,6,9,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,04h 13' 51'',+ 00h 08' 49'',,,Youth (Stage),,,946,8,time,15231,529
2024,6,10,JULIETTE LABOUS,TEAM DSM-FIRMENICH POSTNL,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,10,VICTOIRE BERTEAU,COFIDIS WOMEN TEAM,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,6,10,JULIETTE LABOUS,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,6,10,,TEAM SD WORX - PROTIME,12h 22' 57'',+ 00h 07' 51'',,,Team (Stage),,,946,8,time,44577,471
2024,6,10,MAUREEN ARENS,LOTTO DSTNY LADIES,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,11,SILKE SMULDERS,LIV-ALULA-JAYCO,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,11,MAAIKE COLJÉ,ARKEA - B&B HOTELS WOMEN,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,6,11,SILKE SMULDERS,LIV-ALULA-JAYCO,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,6,11,,CANYON//SRAM RACING,12h 23' 34'',+ 00h 08' 28'',,,Team (Stage),,,946,8,time,44614,508
2024,6,11,ILSE PLUIMERS,AG INSURANCE - SOUDAL TEAM,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,12,DEMI VOLLERING,TEAM SD WORX - PROTIME,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,12,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,6,12,DEMI VOLLERING,TEAM SD WORX - PROTIME,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,6,12,,UAE TEAM ADQ,12h 27' 24'',+ 00h 12' 18'',,,Team (Stage),,,946,8,time,44844,738
2024,6,12,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,13,KATRINE AALERUD,UNO-X MOBILITY,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,13,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,6,13,KATRINE AALERUD,UNO-X MOBILITY,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,6,13,,TEAM DSM-FIRMENICH POSTNL,12h 27' 59'',+ 00h 12' 53'',,,Team (Stage),,,946,8,time,44879,773
2024,6,13,WILMA AINTILA,LOTTO DSTNY LADIES,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,14,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,14,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,6,14,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,6,14,,LOTTO DSTNY LADIES,12h 30' 48'',+ 00h 15' 42'',,,Team (Stage),,,946,8,time,45048,942
2024,6,14,LINDA RIEDMANN,TEAM VISMA | LEASE A BIKE,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,15,MAVI GARCIA CAÑELLAS,LIV-ALULA-JAYCO,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,15,IURANI BLANCO CALBET,LABORAL KUTXA - FUNDACION EUSKADI,,,,,Points (Stage),2 PTS,,946,8,time,0,0
2024,6,15,MAVI GARCIA CAÑELLAS,LIV-ALULA-JAYCO,,,,,Points (Stage),2 PTS,,946,8,time,0,0
2024,6,15,,EF - OATLY - CANNONDALE,12h 31' 34'',+ 00h 16' 28'',,,Team (Stage),,,946,8,time,45094,988
2024,6,15,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,16,MIE BJØRNDAL OTTESTAD,UNO-X MOBILITY,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,16,,TEAM VISMA | LEASE A BIKE,12h 31' 46'',+ 00h 16' 40'',,,Team (Stage),,,946,8,time,45106,1000
2024,6,16,ALICE TOWERS,CANYON//SRAM RACING,04h 17' 20'',+ 00h 12' 18'',,,Youth (Stage),,,946,8,time,15440,738
2024,6,17,SHIRIN VAN ANROOIJ,LIDL - TREK,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,17,,LABORAL KUTXA - FUNDACION EUSKADI,12h 31' 54'',+ 00h 16' 48'',,,Team (Stage),,,946,8,time,45114,1008
2024,6,18,KRISTEN FAULKNER,EF - OATLY - CANNONDALE,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,18,,HUMAN POWERED HEALTH,12h 34' 46'',+ 00h 19' 40'',,,Team (Stage),,,946,8,time,45286,1180
2024,6,19,NIAMH FISHER-BLACK,TEAM SD WORX - PROTIME,04h 05' 02'',+ 00h 00' 21'',02',,Individual (Stage),,,946,8,time,14702,21
2024,6,19,,ST MICHEL - MAVIC - AUBER93,12h 36' 25'',+ 00h 21' 19'',,,Team (Stage),,,946,8,time,45385,1279
2024,6,20,LOTTE CLAES,ARKEA - B&B HOTELS WOMEN,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,20,,COFIDIS WOMEN TEAM,12h 39' 25'',+ 00h 24' 19'',,,Team (Stage),,,946,8,time,45565,1459
2024,6,21,PAULIENA ROOIJAKKERS,FENIX-DECEUNINCK,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,21,,ROLAND,12h 48' 25'',+ 00h 33' 19'',,,Team (Stage),,,946,8,time,46105,1999
2024,6,22,GAIA REALINI,LIDL - TREK,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,23,ERICA MAGNALDI,UAE TEAM ADQ,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,24,MAREILLE MEIJERING,MOVISTAR TEAM,04h 05' 02'',+ 00h 00' 21'',,,Individual (Stage),,,946,8,time,14702,21
2024,6,25,SARAH GIGANTE,AG INSURANCE - SOUDAL TEAM,04h 05' 09'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,14709,28
2024,6,26,LÉA CURINIER,FDJ-SUEZ,04h 05' 19'',+ 00h 00' 38'',,,Individual (Stage),,,946,8,time,14719,38
2024,6,27,GRACE BROWN,FDJ-SUEZ,04h 05' 39'',+ 00h 00' 58'',06',,Individual (Stage),,,946,8,time,14739,58
2024,6,28,NEVE SUMMER BRADBURY,CANYON//SRAM RACING,04h 05' 39'',+ 00h 00' 58'',,,Individual (Stage),,,946,8,time,14739,58
2024,6,29,VALENTINA CAVALLAR,ARKEA - B&B HOTELS WOMEN,04h 06' 08'',+ 00h 01' 27'',,,Individual (Stage),,,946,8,time,14768,87
2024,6,30,CECILIE LUDWIG,FDJ-SUEZ,04h 06' 08'',+ 00h 01' 27'',,,Individual (Stage),,,946,8,time,14768,87
2024,6,31,USOA OSTOLAZA,LABORAL KUTXA - FUNDACION EUSKADI,04h 06' 08'',+ 00h 01' 27'',,,Individual (Stage),,,946,8,time,14768,87
2024,6,32,CAROLINE ANDERSSON,LIV-ALULA-JAYCO,04h 06' 10'',+ 00h 01' 29'',,,Individual (Stage),,,946,8,time,14770,89
2024,6,33,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,04h 06' 10'',+ 00h 01' 29'',04',,Individual (Stage),,,946,8,time,14770,89
2024,6,34,MARION BUNEL,ST MICHEL - MAVIC - AUBER93,04h 06' 12'',+ 00h 01' 31'',,,Individual (Stage),,,946,8,time,14772,91
2024,6,35,BARBARA MALCOTTI,HUMAN POWERED HEALTH,04h 06' 19'',+ 00h 01' 38'',,,Individual (Stage),,,946,8,time,14779,98
2024,6,36,KIM LE COURT PIENAAR,AG INSURANCE - SOUDAL TEAM,04h 07' 16'',+ 00h 02' 35'',,,Individual (Stage),,,946,8,time,14836,155
2024,6,37,MAAIKE COLJÉ,ARKEA - B&B HOTELS WOMEN,04h 07' 17'',+ 00h 02' 36'',,,Individual (Stage),,,946,8,time,14837,156
2024,6,38,JULIE VAN DE VELDE,AG INSURANCE - SOUDAL TEAM,04h 08' 04'',+ 00h 03' 23'',,,Individual (Stage),,,946,8,time,14884,203
2024,6,39,HANNAH LUDWIG,COFIDIS WOMEN TEAM,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,40,FRANZISKA KOCH,TEAM DSM-FIRMENICH POSTNL,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,41,ELLEN VAN DIJK,LIDL - TREK,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,42,NOEMI RÜEGG,EF - OATLY - CANNONDALE,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,43,YANINA KUSKOVA,TASHKENT CITY WOMEN PROFESSIONAL CYCLING TEAM,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,44,MARTE BERG EDSETH,UNO-X MOBILITY,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,45,ELISA BALSAMO,LIDL - TREK,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,46,YARA KASTELIJN,FENIX-DECEUNINCK,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,47,SANDRA ALONSO,CERATIZIT - WNT PRO CYCLING TEAM,04h 09' 12'',+ 00h 04' 31'',,,Individual (Stage),,,946,8,time,14952,271
2024,6,48,AMANDA SPRATT,LIDL - TREK,04h 09' 20'',+ 00h 04' 39'',,,Individual (Stage),,,946,8,time,14960,279
2024,6,49,JULIE DE WILDE,FENIX-DECEUNINCK,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,50,AMBER KRAAK,FDJ-SUEZ,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,51,ANOUSKA KOSTER,UNO-X MOBILITY,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,52,SIMONE BOILARD,UNO-X MOBILITY,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,53,ANNIINA AHTOSALO,UNO-X MOBILITY,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,54,FLOORTJE MACKAIJ,MOVISTAR TEAM,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,55,VICTORIE GUILMAN,ST MICHEL - MAVIC - AUBER93,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,56,ANNA VAN WERSCH,LOTTO DSTNY LADIES,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,57,VICTOIRE BERTEAU,COFIDIS WOMEN TEAM,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,58,AUDREY DE KEERSMAEKER,LOTTO DSTNY LADIES,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,59,MAEVA SQUIBAN,ARKEA - B&B HOTELS WOMEN,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,60,CHRISTINE MAJERUS,TEAM SD WORX - PROTIME,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,61,FEMKE DE VRIES,TEAM VISMA | LEASE A BIKE,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,62,CATALINA SOTO CAMPOS,LABORAL KUTXA - FUNDACION EUSKADI,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,63,OLIVIA BARIL,MOVISTAR TEAM,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,64,AUDREY CORDON RAGOT,HUMAN POWERED HEALTH,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,65,CHLOE DYGERT,CANYON//SRAM RACING,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,66,IURANI BLANCO CALBET,LABORAL KUTXA - FUNDACION EUSKADI,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,67,MISCHA BREDEWOLD,TEAM SD WORX - PROTIME,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,68,ANE SANTESTEBAN,LABORAL KUTXA - FUNDACION EUSKADI,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,69,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,70,SORAYA PALADIN,CANYON//SRAM RACING,04h 12' 53'',+ 00h 08' 12'',,,Individual (Stage),,,946,8,time,15173,492
2024,6,71,QUINTY TON,LIV-ALULA-JAYCO,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,72,ANTRI CHRISTOFOROU,ROLAND,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,73,SARA MARTIN MARTIN,MOVISTAR TEAM,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,74,GAIA MASETTI,AG INSURANCE - SOUDAL TEAM,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,75,LAURA TOMASI,LABORAL KUTXA - FUNDACION EUSKADI,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,76,AMBER PATE,LIV-ALULA-JAYCO,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,77,FRANCESCA BARALE,TEAM DSM-FIRMENICH POSTNL,04h 13' 45'',+ 00h 09' 04'',,,Individual (Stage),,,946,8,time,15225,544
2024,6,78,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,04h 13' 51'',+ 00h 09' 10'',,,Individual (Stage),,,946,8,time,15231,550
2024,6,79,RUTH EDWARDS,HUMAN POWERED HEALTH,04h 15' 34'',+ 00h 10' 53'',,,Individual (Stage),,,946,8,time,15334,653
2024,6,80,BECKY STORRIE,TEAM DSM-FIRMENICH POSTNL,04h 15' 34'',+ 00h 10' 53'',,,Individual (Stage),,,946,8,time,15334,653
2024,6,81,KAROLINA KUMIEGA,UAE TEAM ADQ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,82,SYLVIE SWINKELS,ROLAND,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,83,MARIT RAAIJMAKERS,HUMAN POWERED HEALTH,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,84,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,85,NINA BERTON,CERATIZIT - WNT PRO CYCLING TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,86,MARTHE TRUYEN,FENIX-DECEUNINCK,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,87,CARINA SCHREMPF,FENIX-DECEUNINCK,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,88,CORALIE DEMAY,FDJ-SUEZ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,89,MAUREEN ARENS,LOTTO DSTNY LADIES,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,90,ILSE PLUIMERS,AG INSURANCE - SOUDAL TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,91,MARIA GIULIA CONFALONIERI,UNO-X MOBILITY,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,92,ROMY KASPER,HUMAN POWERED HEALTH,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,93,EMMA NORSGAARD BJERG,MOVISTAR TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,94,LOTTA HENTTALA,EF - OATLY - CANNONDALE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,95,ELIZABETH HOLDEN,UAE TEAM ADQ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,96,ANYA LOUW,AG INSURANCE - SOUDAL TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,97,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,98,SILVIA PERSICO,UAE TEAM ADQ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,99,GIORGIA VETTORELLO,ROLAND,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,100,JEANNE KOREVAAR,LIV-ALULA-JAYCO,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,101,LORENA WIEBES,TEAM SD WORX - PROTIME,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,102,RIEJANNE MARKUS,TEAM VISMA | LEASE A BIKE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,103,SARAH ROY,COFIDIS WOMEN TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,104,EMILIA FAHLIN,ARKEA - B&B HOTELS WOMEN,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,105,MIKAYLA HARVEY,UAE TEAM ADQ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,106,CELIA LE MOUEL,ST MICHEL - MAVIC - AUBER93,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,107,ALISON JACKSON,EF - OATLY - CANNONDALE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,108,BLANKA VAS,TEAM SD WORX - PROTIME,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,109,SOPHIE VON BERSWORDT,TEAM VISMA | LEASE A BIKE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,110,LOES ADEGEEST,FDJ-SUEZ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,111,WILMA AINTILA,LOTTO DSTNY LADIES,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,112,LINDA RIEDMANN,TEAM VISMA | LEASE A BIKE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,113,ALISON AVOINE,ST MICHEL - MAVIC - AUBER93,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,114,BARBARA GUARISCHI,TEAM SD WORX - PROTIME,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,115,MICHAELA DRUMMOND,ARKEA - B&B HOTELS WOMEN,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,116,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,117,SOFIA BERTIZZOLO,UAE TEAM ADQ,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,118,AMANDINE FOUQUENET,ARKEA - B&B HOTELS WOMEN,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,119,ALICE TOWERS,CANYON//SRAM RACING,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,120,AGNIESZKA SKALNIAK-SOJKA,CANYON//SRAM RACING,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,121,JOSIE TALBOT,COFIDIS WOMEN TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,122,ANNA HENDERSON,TEAM VISMA | LEASE A BIKE,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,123,ELIZABETH DEIGNAN,LIDL - TREK,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,124,LILY WILLIAMS,HUMAN POWERED HEALTH,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,125,RUBY ROSEMAN-GANNON,LIV-ALULA-JAYCO,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,126,NIKOLA NOSKOVÁ,COFIDIS WOMEN TEAM,04h 17' 20'',+ 00h 12' 39'',,,Individual (Stage),,,946,8,time,15440,759
2024,6,127,CHARLOTTE KOOL,TEAM DSM-FIRMENICH POSTNL,04h 20' 20'',+ 00h 15' 39'',,,Individual (Stage),,,946,8,time,15620,939
