Stages,Parcours,Winner of stage,Year,Start,Finish,Rider,Team
10.0,Cambo-les-Bains > Pau,JUAN MIGUEL MERCADO  (AGRITUBEL),2006,Cambo-les-Bains,Pau,JUAN MIGUEL MERCADO,AGRITUBEL
11.0,Tarbes > Val d'Aran - Pla-de-Beret,DENIS MENCHOV  (RABOBANK),2006,Tarbes,Val d'Aran - Pla-de-Beret,DENIS MENCHOV,RABOBANK
12.0,Luchon > Carcassonne,YAROSLAV POPOVYCH  (DISCOVERY CHANNEL TEAM),2006,Luchon,Carcassonne,YAROSLAV POPOVYCH,DISCOVERY CHANNEL TEAM
13.0,Béziers > Montélimar,JENS VOIGT  (TEAM CSC),2006,Béziers,Montélimar,JENS VOIGT,TEAM CSC
14.0,Montélimar > Gap,PIERRICK FEDRIGO  (BOUYGUES TELECOM),2006,Montélimar,Gap,PIERRICK FEDRIGO,BOUYGUES TELECOM
15.0,Gap > L'Alpe-d'Huez,FRANK SCHLECK  (TEAM CSC),2006,Gap,L'Alpe-d'Huez,FRANK SCHLECK,TEAM CSC
16.0,Bourg-d'Oisans > La Toussuire,MICHAEL RASMUSSEN  (RABOBANK),2006,Bourg-d'Oisans,La Toussuire,MICHAEL RASMUSSEN,RABOBANK
17.0,Saint-Jean-de-Maurienne > Morzine,CARLOS SASTRE  (TEAM CSC),2006,Saint-Jean-de-Maurienne,Morzine,CARLOS SASTRE,TEAM CSC
18.0,Morzine > Macon,MATTEO TOSATTO  (QUICK STEP - INNERGETIC),2006,Morzine,Macon,MATTEO TOSATTO,QUICK STEP - INNERGETIC
19.0,Le Creusot > Montceau-les-Mines,SERHIY HONCHAR  (T-MOBILE TEAM),2006,Le Creusot,Montceau-les-Mines,SERHIY HONCHAR,T-MOBILE TEAM
20.0,Sceaux > Paris Champs-Élysées,THOR HUSHOVD  (CREDIT AGRICOLE),2006,Sceaux,Paris Champs-Élysées,THOR HUSHOVD,CREDIT AGRICOLE
0.0,Londres > Londres,FABIAN CANCELLARA  (TEAM CSC),2007,Londres,Londres,FABIAN CANCELLARA,TEAM CSC
1.0,Londres > Canterbury,ROBBIE MC EWEN  (PREDICTOR - LOTTO),2007,Londres,Canterbury,ROBBIE MC EWEN,PREDICTOR - LOTTO
2.0,Dunkerque > Gand,GERT STEEGMANS  (QUICK STEP - INNERGETIC),2007,Dunkerque,Gand,GERT STEEGMANS,QUICK STEP - INNERGETIC
3.0,Waregem > Compiègne,FABIAN CANCELLARA  (TEAM CSC),2007,Waregem,Compiègne,FABIAN CANCELLARA,TEAM CSC
4.0,villers_cotterets > Joigny,THOR HUSHOVD  (CREDIT AGRICOLE),2007,villers_cotterets,Joigny,THOR HUSHOVD,CREDIT AGRICOLE
5.0,Chablis > Autun,FILIPPO POZZATO  (LIQUIGAS),2007,Chablis,Autun,FILIPPO POZZATO,LIQUIGAS
6.0,semur_en_auxois > Bourg-en-Bresse,TOM BOONEN  (QUICK STEP - INNERGETIC),2007,semur_en_auxois,Bourg-en-Bresse,TOM BOONEN,QUICK STEP - INNERGETIC
7.0,Bourg-en-Bresse > le_grand_bornand,LINUS GERDEMANN  (T-MOBILE TEAM),2007,Bourg-en-Bresse,le_grand_bornand,LINUS GERDEMANN,T-MOBILE TEAM
8.0,le_grand_bornand > Tignes,MICHAEL RASMUSSEN  (RABOBANK),2007,le_grand_bornand,Tignes,MICHAEL RASMUSSEN,RABOBANK
9.0,val_d_isere > Briançon,JUAN MAURICIO SOLER HERNANDEZ  (BARLOWORLD),2007,val_d_isere,Briançon,JUAN MAURICIO SOLER HERNANDEZ,BARLOWORLD
10.0,Tallard > Marseille,CÉDRIC VASSEUR  (QUICK STEP - INNERGETIC),2007,Tallard,Marseille,CÉDRIC VASSEUR,QUICK STEP - INNERGETIC
11.0,Marseille > Montpellier,ROBERT HUNTER  (BARLOWORLD),2007,Marseille,Montpellier,ROBERT HUNTER,BARLOWORLD
12.0,Montpellier > Castres,TOM BOONEN  (QUICK STEP - INNERGETIC),2007,Montpellier,Castres,TOM BOONEN,QUICK STEP - INNERGETIC
13.0,Albi > Albi,CADEL EVANS  (PREDICTOR - LOTTO),2007,Albi,Albi,CADEL EVANS,PREDICTOR - LOTTO
14.0,Mazamet > plateau_de_beille,ALBERTO CONTADOR  (DISCOVERY CHANNEL TEAM),2007,Mazamet,plateau_de_beille,ALBERTO CONTADOR,DISCOVERY CHANNEL TEAM
15.0,Foix > loudenvielle_le_louron,KIM KIRCHEN  (T-MOBILE TEAM),2007,Foix,loudenvielle_le_louron,KIM KIRCHEN,T-MOBILE TEAM
16.0,Orthez > gourette_col_d_aubisque,MICHAEL RASMUSSEN  (RABOBANK),2007,Orthez,gourette_col_d_aubisque,MICHAEL RASMUSSEN,RABOBANK
17.0,Pau > Castelsarrasin,DANIELE BENNATI  (LAMPRE-FONDITAL),2007,Pau,Castelsarrasin,DANIELE BENNATI,LAMPRE-FONDITAL
18.0,Cahors > Angoulême,SANDY CASAR  (FRANCAISE DES JEUX),2007,Cahors,Angoulême,SANDY CASAR,FRANCAISE DES JEUX
20.0,Marcoussis > Paris Champs-Élysées,DANIELE BENNATI  (LAMPRE-FONDITAL),2007,Marcoussis,Paris Champs-Élysées,DANIELE BENNATI,LAMPRE-FONDITAL
1.0,Brest > Plumelec,ALEJANDRO VALVERDE  (CAISSE D'EPARGNE),2008,Brest,Plumelec,ALEJANDRO VALVERDE,CAISSE D'EPARGNE
2.0,Auray > Saint-Brieuc,THOR HUSHOVD  (CREDIT AGRICOLE),2008,Auray,Saint-Brieuc,THOR HUSHOVD,CREDIT AGRICOLE
3.0,Saint-Malo > Nantes,SAMUEL DUMOULIN  (COFIDIS CREDIT PAR TELEPHONE),2008,Saint-Malo,Nantes,SAMUEL DUMOULIN,COFIDIS CREDIT PAR TELEPHONE
4.0,Cholet > Cholet,KIM KIRCHEN  (TEAM COLUMBIA),2008,Cholet,Cholet,KIM KIRCHEN,TEAM COLUMBIA
5.0,Cholet > Chateauroux,MARK CAVENDISH  (TEAM COLUMBIA),2008,Cholet,Chateauroux,MARK CAVENDISH,TEAM COLUMBIA
6.0,Aigurande > Super-Besse,ALEJANDRO VALVERDE  (CAISSE D'EPARGNE),2008,Aigurande,Super-Besse,ALEJANDRO VALVERDE,CAISSE D'EPARGNE
7.0,Brioude > Aurillac,LUIS LEON SANCHEZ  (CAISSE D'EPARGNE),2008,Brioude,Aurillac,LUIS LEON SANCHEZ,CAISSE D'EPARGNE
8.0,Figeac > Toulouse,MARK CAVENDISH  (TEAM COLUMBIA),2008,Figeac,Toulouse,MARK CAVENDISH,TEAM COLUMBIA
9.0,Toulouse > Bagnères-de-Bigorre,VLADIMIR EFIMKIN  (AG2R-LA MONDIALE),2008,Toulouse,Bagnères-de-Bigorre,VLADIMIR EFIMKIN,AG2R-LA MONDIALE
10.0,Pau > Hautacam,LEONARDO PIEPOLI  (SAUNIER DUVAL - SCOTT),2008,Pau,Hautacam,LEONARDO PIEPOLI,SAUNIER DUVAL - SCOTT
11.0,Lannemezan > Foix,KURT-ASLE ARVESEN  (TEAM CSC SAXO BANK),2008,Lannemezan,Foix,KURT-ASLE ARVESEN,TEAM CSC SAXO BANK
12.0,Lavelanet > Narbonne,MARK CAVENDISH  (TEAM COLUMBIA),2008,Lavelanet,Narbonne,MARK CAVENDISH,TEAM COLUMBIA
13.0,Narbonne > Nimes,MARK CAVENDISH  (TEAM COLUMBIA),2008,Narbonne,Nimes,MARK CAVENDISH,TEAM COLUMBIA
14.0,Nimes > Digne-les-Bains,OSCAR FREIRE  (RABOBANK),2008,Nimes,Digne-les-Bains,OSCAR FREIRE,RABOBANK
15.0,Embrun > Prato Nevoso,SIMON GERRANS  (CREDIT AGRICOLE),2008,Embrun,Prato Nevoso,SIMON GERRANS,CREDIT AGRICOLE
16.0,Cuneo > Jausiers,CYRIL DESSEL  (AG2R-LA MONDIALE),2008,Cuneo,Jausiers,CYRIL DESSEL,AG2R-LA MONDIALE
17.0,Embrun > L'Alpe-d'Huez,CARLOS SASTRE  (TEAM CSC SAXO BANK),2008,Embrun,L'Alpe-d'Huez,CARLOS SASTRE,TEAM CSC SAXO BANK
18.0,Bourg-d'Oisans > Saint-Etienne,MARCUS BURGHARDT  (TEAM COLUMBIA),2008,Bourg-d'Oisans,Saint-Etienne,MARCUS BURGHARDT,TEAM COLUMBIA
19.0,Roanne > Montluçon,SYLVAIN CHAVANEL  (COFIDIS CREDIT PAR TELEPHONE),2008,Roanne,Montluçon,SYLVAIN CHAVANEL,COFIDIS CREDIT PAR TELEPHONE
20.0,Cérilly > Saint-Amand-Montrond,FABIAN CANCELLARA  (TEAM CSC SAXO BANK),2008,Cérilly,Saint-Amand-Montrond,FABIAN CANCELLARA,TEAM CSC SAXO BANK
21.0,Etampes > Paris Champs-Élysées,GERT STEEGMANS  (QUICK STEP),2008,Etampes,Paris Champs-Élysées,GERT STEEGMANS,QUICK STEP
1.0,Monaco > Monaco,FABIAN CANCELLARA  (TEAM SAXO BANK),2009,Monaco,Monaco,FABIAN CANCELLARA,TEAM SAXO BANK
2.0,Monaco > Brignoles,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Monaco,Brignoles,MARK CAVENDISH,TEAM COLUMBIA - HTC
3.0,Marseille > La Grande-Motte,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Marseille,La Grande-Motte,MARK CAVENDISH,TEAM COLUMBIA - HTC
4.0,Montpellier > Montpellier,ASTANA,2009,Montpellier,Montpellier,ASTANA,ASTANA
5.0,Le Cap d'Agde > Perpignan,THOMAS VOECKLER  (BBOX BOUYGUES TELECOM),2009,Le Cap d'Agde,Perpignan,THOMAS VOECKLER,BBOX BOUYGUES TELECOM
6.0,Gérone > Barcelone,THOR HUSHOVD  (CERVELO TEST TEAM),2009,Gérone,Barcelone,THOR HUSHOVD,CERVELO TEST TEAM
7.0,Barcelone > Andorre,BRICE FEILLU  (AGRITUBEL),2009,Barcelone,Andorre,BRICE FEILLU,AGRITUBEL
8.0,Andorre-la-Vieille > Saint-Girons,LUIS LEON SANCHEZ  (CAISSE D’EPARGNE),2009,Andorre-la-Vieille,Saint-Girons,LUIS LEON SANCHEZ,CAISSE D’EPARGNE
9.0,Saint Gaudens > Tarbes,PIERRICK FEDRIGO  (BBOX BOUYGUES TELECOM),2009,Saint Gaudens,Tarbes,PIERRICK FEDRIGO,BBOX BOUYGUES TELECOM
10.0,Limoges > Issoudun,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Limoges,Issoudun,MARK CAVENDISH,TEAM COLUMBIA - HTC
11.0,Vatan > Saint-Fargeau,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Vatan,Saint-Fargeau,MARK CAVENDISH,TEAM COLUMBIA - HTC
12.0,Tonnerre > Vittel,NICKI SORENSEN  (TEAM SAXO BANK),2009,Tonnerre,Vittel,NICKI SORENSEN,TEAM SAXO BANK
13.0,Vittel > Colmar,HEINRICH HAUSSLER  (CERVELO TEST TEAM),2009,Vittel,Colmar,HEINRICH HAUSSLER,CERVELO TEST TEAM
14.0,Colmar > Besançon,SERGUEI IVANOV  (TEAM KATUSHA),2009,Colmar,Besançon,SERGUEI IVANOV,TEAM KATUSHA
15.0,Pontarlier > Verbier,ALBERTO CONTADOR  (ASTANA),2009,Pontarlier,Verbier,ALBERTO CONTADOR,ASTANA
16.0,Martigny > Bourg Saint Maurice,SANDY CASAR  (FRANCAISE DES JEUX),2009,Martigny,Bourg Saint Maurice,SANDY CASAR,FRANCAISE DES JEUX
17.0,Bourg Saint Maurice > le_grand_bornand,FRANK SCHLECK  (TEAM SAXO BANK),2009,Bourg Saint Maurice,le_grand_bornand,FRANK SCHLECK,TEAM SAXO BANK
18.0,Annecy > Annecy,ALBERTO CONTADOR  (ASTANA),2009,Annecy,Annecy,ALBERTO CONTADOR,ASTANA
19.0,Bourgoin-Jallieu > Aubenas,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Bourgoin-Jallieu,Aubenas,MARK CAVENDISH,TEAM COLUMBIA - HTC
20.0,Montélimar > Mont Ventoux,JUAN MANUEL GARATE  (RABOBANK),2009,Montélimar,Mont Ventoux,JUAN MANUEL GARATE,RABOBANK
21.0,Montereau-Fault-Yonne > Paris Champs-Élysées,MARK CAVENDISH  (TEAM COLUMBIA - HTC),2009,Montereau-Fault-Yonne,Paris Champs-Élysées,MARK CAVENDISH,TEAM COLUMBIA - HTC
0.0,Rotterdam > Rotterdam,FABIAN CANCELLARA  (TEAM SAXO BANK),2010,Rotterdam,Rotterdam,FABIAN CANCELLARA,TEAM SAXO BANK
1.0,Rotterdam > Bruxelles,ALESSANDRO PETACCHI  (LAMPRE - FARNESE),2010,Rotterdam,Bruxelles,ALESSANDRO PETACCHI,LAMPRE - FARNESE
2.0,Bruxelles > Spa,SYLVAIN CHAVANEL  (QUICK STEP),2010,Bruxelles,Spa,SYLVAIN CHAVANEL,QUICK STEP
3.0,Wanze > Arenberg Porte du Hainaut,THOR HUSHOVD  (CERVELO TEST TEAM),2010,Wanze,Arenberg Porte du Hainaut,THOR HUSHOVD,CERVELO TEST TEAM
4.0,Cambrai > Reims,ALESSANDRO PETACCHI  (LAMPRE - FARNESE),2010,Cambrai,Reims,ALESSANDRO PETACCHI,LAMPRE - FARNESE
5.0,Épernay > Montargis,MARK CAVENDISH  (TEAM HTC - COLUMBIA),2010,Épernay,Montargis,MARK CAVENDISH,TEAM HTC - COLUMBIA
6.0,Montargis > Gueugnon,MARK CAVENDISH  (TEAM HTC - COLUMBIA),2010,Montargis,Gueugnon,MARK CAVENDISH,TEAM HTC - COLUMBIA
7.0,Tournus > Station des Rousses,SYLVAIN CHAVANEL  (QUICK STEP),2010,Tournus,Station des Rousses,SYLVAIN CHAVANEL,QUICK STEP
8.0,Station des Rousses > Morzine,ANDY SCHLECK  (TEAM SAXO BANK),2010,Station des Rousses,Morzine,ANDY SCHLECK,TEAM SAXO BANK
9.0,Morzine > Saint-Jean-de-Maurienne,SANDY CASAR  (FDJ),2010,Morzine,Saint-Jean-de-Maurienne,SANDY CASAR,FDJ
10.0,Chambéry > Gap,SERGIO MIGUEL MOREIRA PAULINHO  (TEAM RADIOSHACK),2010,Chambéry,Gap,SERGIO MIGUEL MOREIRA PAULINHO,TEAM RADIOSHACK
11.0,Sisteron > Bourg-lès-Valence,MARK CAVENDISH  (TEAM HTC - COLUMBIA),2010,Sisteron,Bourg-lès-Valence,MARK CAVENDISH,TEAM HTC - COLUMBIA
12.0,Bourg-de-Péage > Mende,JOAQUIN RODRIGUEZ OLIVER  (KATUSHA TEAM),2010,Bourg-de-Péage,Mende,JOAQUIN RODRIGUEZ OLIVER,KATUSHA TEAM
13.0,Rodez > Revel,ALEXANDRE VINOKOUROV  (ASTANA),2010,Rodez,Revel,ALEXANDRE VINOKOUROV,ASTANA
14.0,Revel > Ax 3 Domaines,CHRISTOPHE RIBLON  (AG2R LA MONDIALE),2010,Revel,Ax 3 Domaines,CHRISTOPHE RIBLON,AG2R LA MONDIALE
15.0,Pamiers > Bagnères-de-Luchon,THOMAS VOECKLER  (BBOX BOUYGUES TELECOM),2010,Pamiers,Bagnères-de-Luchon,THOMAS VOECKLER,BBOX BOUYGUES TELECOM
16.0,Bagnères-de-Luchon > Pau,PIERRICK FEDRIGO  (BBOX BOUYGUES TELECOM),2010,Bagnères-de-Luchon,Pau,PIERRICK FEDRIGO,BBOX BOUYGUES TELECOM
17.0,Pau > Col du Tourmalet,ANDY SCHLECK  (TEAM SAXO BANK),2010,Pau,Col du Tourmalet,ANDY SCHLECK,TEAM SAXO BANK
18.0,Salies-de-Béarn > Bordeaux,MARK CAVENDISH  (TEAM HTC - COLUMBIA),2010,Salies-de-Béarn,Bordeaux,MARK CAVENDISH,TEAM HTC - COLUMBIA
19.0,Bordeaux > Pauillac,FABIAN CANCELLARA  (TEAM SAXO BANK),2010,Bordeaux,Pauillac,FABIAN CANCELLARA,TEAM SAXO BANK
20.0,Longjumeau > Paris Champs-Élysées,MARK CAVENDISH  (TEAM HTC - COLUMBIA),2010,Longjumeau,Paris Champs-Élysées,MARK CAVENDISH,TEAM HTC - COLUMBIA
1.0,Passage du Gois > Mont des Alouettes,PHILIPPE GILBERT  (OMEGA PHARMA - LOTTO),2011,Passage du Gois,Mont des Alouettes,PHILIPPE GILBERT,OMEGA PHARMA - LOTTO
2.0,Les Essarts > Les Essarts,TEAM GARMIN - CERVELO,2011,Les Essarts,Les Essarts,TEAM GARMIN - CERVELO,TEAM GARMIN - CERVELO
3.0,Olonne-sur-Mer > Redon,TYLER FARRAR  (TEAM GARMIN - CERVELO),2011,Olonne-sur-Mer,Redon,TYLER FARRAR,TEAM GARMIN - CERVELO
4.0,Lorient > Mûr-de-Bretagne Guerlédan,CADEL EVANS  (BMC RACING TEAM),2011,Lorient,Mûr-de-Bretagne Guerlédan,CADEL EVANS,BMC RACING TEAM
5.0,Carhaix > Cap Fréhel,MARK CAVENDISH  (HTC - HIGHROAD),2011,Carhaix,Cap Fréhel,MARK CAVENDISH,HTC - HIGHROAD
6.0,Dinan > Lisieux,EDVALD BOASSON-HAGEN  (SKY PROCYCLING),2011,Dinan,Lisieux,EDVALD BOASSON-HAGEN,SKY PROCYCLING
7.0,Le Mans > Chateauroux,MARK CAVENDISH  (HTC - HIGHROAD),2011,Le Mans,Chateauroux,MARK CAVENDISH,HTC - HIGHROAD
8.0,Aigurande > Super-Besse Sancy,RUI COSTA  (MOVISTAR TEAM),2011,Aigurande,Super-Besse Sancy,RUI COSTA,MOVISTAR TEAM
9.0,Issoire > Saint-Flour,LUIS LEON SANCHEZ  (RABOBANK CYCLING TEAM),2011,Issoire,Saint-Flour,LUIS LEON SANCHEZ,RABOBANK CYCLING TEAM
10.0,Aurillac > Carmaux,ANDRÉ GREIPEL  (OMEGA PHARMA - LOTTO),2011,Aurillac,Carmaux,ANDRÉ GREIPEL,OMEGA PHARMA - LOTTO
11.0,Blaye-les-Mines > Lavaur,MARK CAVENDISH  (HTC - HIGHROAD),2011,Blaye-les-Mines,Lavaur,MARK CAVENDISH,HTC - HIGHROAD
12.0,Cugnaux > Luz-Ardiden,SAMUEL SANCHEZ  (EUSKALTEL - EUSKADI),2011,Cugnaux,Luz-Ardiden,SAMUEL SANCHEZ,EUSKALTEL - EUSKADI
13.0,Pau > Lourdes,THOR HUSHOVD  (TEAM GARMIN - CERVELO),2011,Pau,Lourdes,THOR HUSHOVD,TEAM GARMIN - CERVELO
14.0,Saint Gaudens > plateau_de_beille,JELLE VANENDERT  (OMEGA PHARMA - LOTTO),2011,Saint Gaudens,plateau_de_beille,JELLE VANENDERT,OMEGA PHARMA - LOTTO
15.0,Limoux > Montpellier,MARK CAVENDISH  (HTC - HIGHROAD),2011,Limoux,Montpellier,MARK CAVENDISH,HTC - HIGHROAD
16.0,Saint-Paul -Trois-Châteaux > Gap,THOR HUSHOVD  (TEAM GARMIN - CERVELO),2011,Saint-Paul -Trois-Châteaux,Gap,THOR HUSHOVD,TEAM GARMIN - CERVELO
17.0,Gap > Pinerolo,EDVALD BOASSON-HAGEN  (SKY PROCYCLING),2011,Gap,Pinerolo,EDVALD BOASSON-HAGEN,SKY PROCYCLING
18.0,Pinerolo > Galibier Serre-Chevalier,ANDY SCHLECK  (TEAM LEOPARD-TREK),2011,Pinerolo,Galibier Serre-Chevalier,ANDY SCHLECK,TEAM LEOPARD-TREK
19.0,Modane Valfréjus > L'Alpe-d'Huez,PIERRE ROLLAND  (TEAM EUROPCAR),2011,Modane Valfréjus,L'Alpe-d'Huez,PIERRE ROLLAND,TEAM EUROPCAR
20.0,Grenoble > Grenoble,TONY MARTIN  (HTC - HIGHROAD),2011,Grenoble,Grenoble,TONY MARTIN,HTC - HIGHROAD
21.0,Créteil > Paris Champs-Élysées,MARK CAVENDISH  (HTC - HIGHROAD),2011,Créteil,Paris Champs-Élysées,MARK CAVENDISH,HTC - HIGHROAD
0.0,Liège > Liège,FABIAN CANCELLARA  (RADIOSHACK-NISSAN),2012,Liège,Liège,FABIAN CANCELLARA,RADIOSHACK-NISSAN
1.0,Liège > Seraing,PETER SAGAN  (LIQUIGAS-CANNONDALE),2012,Liège,Seraing,PETER SAGAN,LIQUIGAS-CANNONDALE
2.0,Visé > Tournai,MARK CAVENDISH  (SKY PROCYCLING),2012,Visé,Tournai,MARK CAVENDISH,SKY PROCYCLING
3.0,Orchies > Boulogne-sur-Mer,PETER SAGAN  (LIQUIGAS-CANNONDALE),2012,Orchies,Boulogne-sur-Mer,PETER SAGAN,LIQUIGAS-CANNONDALE
4.0,Abbeville > Rouen,ANDRÉ GREIPEL  (LOTTO-BELISOL TEAM),2012,Abbeville,Rouen,ANDRÉ GREIPEL,LOTTO-BELISOL TEAM
5.0,Rouen > St-Quentin,ANDRÉ GREIPEL  (LOTTO-BELISOL TEAM),2012,Rouen,St-Quentin,ANDRÉ GREIPEL,LOTTO-BELISOL TEAM
6.0,Épernay > Metz,PETER SAGAN  (LIQUIGAS-CANNONDALE),2012,Épernay,Metz,PETER SAGAN,LIQUIGAS-CANNONDALE
7.0,Tomblaine > La Planche des Belles Filles,CHRIS FROOME  (SKY PROCYCLING),2012,Tomblaine,La Planche des Belles Filles,CHRIS FROOME,SKY PROCYCLING
8.0,Belfort > Porrentruy,THIBAUT PINOT  (FDJ-BIGMAT),2012,Belfort,Porrentruy,THIBAUT PINOT,FDJ-BIGMAT
9.0,Arc-et-Senans > Besançon,BRADLEY WIGGINS  (SKY PROCYCLING),2012,Arc-et-Senans,Besançon,BRADLEY WIGGINS,SKY PROCYCLING
10.0,Macon > Bellegarde-sur-Valserine,THOMAS VOECKLER  (TEAM EUROPCAR),2012,Macon,Bellegarde-sur-Valserine,THOMAS VOECKLER,TEAM EUROPCAR
11.0,Albertville > La Toussuire,PIERRE ROLLAND  (TEAM EUROPCAR),2012,Albertville,La Toussuire,PIERRE ROLLAND,TEAM EUROPCAR
12.0,Saint-Jean-de-Maurienne > Annonay Davézieux,DAVID MILLAR  (GARMIN-SHARP),2012,Saint-Jean-de-Maurienne,Annonay Davézieux,DAVID MILLAR,GARMIN-SHARP
13.0,Saint-Paul -Trois-Châteaux > Le Cap d'Agde,ANDRÉ GREIPEL  (LOTTO-BELISOL TEAM),2012,Saint-Paul -Trois-Châteaux,Le Cap d'Agde,ANDRÉ GREIPEL,LOTTO-BELISOL TEAM
14.0,Limoux > Foix,LUIS LEON SANCHEZ  (RABOBANK CYCLING TEAM),2012,Limoux,Foix,LUIS LEON SANCHEZ,RABOBANK CYCLING TEAM
15.0,Samatan > Pau,PIERRICK FEDRIGO  (FDJ-BIGMAT),2012,Samatan,Pau,PIERRICK FEDRIGO,FDJ-BIGMAT
16.0,Pau > Bagnères-de-Luchon,THOMAS VOECKLER  (TEAM EUROPCAR),2012,Pau,Bagnères-de-Luchon,THOMAS VOECKLER,TEAM EUROPCAR
17.0,Bagnères-de-Luchon > Peyragudes,ALEJANDRO VALVERDE  (MOVISTAR TEAM),2012,Bagnères-de-Luchon,Peyragudes,ALEJANDRO VALVERDE,MOVISTAR TEAM
18.0,Blagnac > Brive-la-Gaillarde,MARK CAVENDISH  (SKY PROCYCLING),2012,Blagnac,Brive-la-Gaillarde,MARK CAVENDISH,SKY PROCYCLING
19.0,Bonneval > Chartres,BRADLEY WIGGINS  (SKY PROCYCLING),2012,Bonneval,Chartres,BRADLEY WIGGINS,SKY PROCYCLING
20.0,Rambouillet > Paris Champs-Élysées,MARK CAVENDISH  (SKY PROCYCLING),2012,Rambouillet,Paris Champs-Élysées,MARK CAVENDISH,SKY PROCYCLING
1.0,porto_vecchio > Bastia,MARCEL KITTEL  (TEAM ARGOS-SHIMANO),2013,porto_vecchio,Bastia,MARCEL KITTEL,TEAM ARGOS-SHIMANO
2.0,Bastia > Ajaccio,JAN BAKELANTS  (RADIOSHACK LEOPARD),2013,Bastia,Ajaccio,JAN BAKELANTS,RADIOSHACK LEOPARD
3.0,Ajaccio > Calvi,SIMON GERRANS  (ORICA GREENEDGE),2013,Ajaccio,Calvi,SIMON GERRANS,ORICA GREENEDGE
4.0,Nice > Nice,ORICA GREENEDGE,2013,Nice,Nice,ORICA GREENEDGE,ORICA GREENEDGE
5.0,Cagnes-sur-Mer > Marseille,MARK CAVENDISH  (OMEGA PHARMA-QUICK STEP),2013,Cagnes-sur-Mer,Marseille,MARK CAVENDISH,OMEGA PHARMA-QUICK STEP
6.0,Aix en Provence > Montpellier,ANDRÉ GREIPEL  (LOTTO-BELISOL),2013,Aix en Provence,Montpellier,ANDRÉ GREIPEL,LOTTO-BELISOL
7.0,Montpellier > Albi,PETER SAGAN  (CANNONDALE),2013,Montpellier,Albi,PETER SAGAN,CANNONDALE
8.0,Castres > Ax 3 Domaines,CHRIS FROOME  (SKY PROCYCLING),2013,Castres,Ax 3 Domaines,CHRIS FROOME,SKY PROCYCLING
9.0,Saint-Girons > Bagnères-de-Bigorre,DANIEL MARTIN  (GARMIN - SHARP),2013,Saint-Girons,Bagnères-de-Bigorre,DANIEL MARTIN,GARMIN - SHARP
10.0,Saint-Gildas-des-Bois > Saint-Malo,MARCEL KITTEL  (TEAM ARGOS-SHIMANO),2013,Saint-Gildas-des-Bois,Saint-Malo,MARCEL KITTEL,TEAM ARGOS-SHIMANO
11.0,Avranches > Mont-Saint-Michel,TONY MARTIN  (OMEGA PHARMA-QUICK STEP),2013,Avranches,Mont-Saint-Michel,TONY MARTIN,OMEGA PHARMA-QUICK STEP
12.0,Fougères > Tours,MARCEL KITTEL  (TEAM ARGOS-SHIMANO),2013,Fougères,Tours,MARCEL KITTEL,TEAM ARGOS-SHIMANO
13.0,Tours > Saint-Amand-Montrond,MARK CAVENDISH  (OMEGA PHARMA-QUICK STEP),2013,Tours,Saint-Amand-Montrond,MARK CAVENDISH,OMEGA PHARMA-QUICK STEP
14.0,Saint-Pourçain-sur-Sioule > Lyon,MATTEO TRENTIN  (OMEGA PHARMA-QUICK STEP),2013,Saint-Pourçain-sur-Sioule,Lyon,MATTEO TRENTIN,OMEGA PHARMA-QUICK STEP
15.0,Givors > Mont Ventoux,CHRIS FROOME  (SKY PROCYCLING),2013,Givors,Mont Ventoux,CHRIS FROOME,SKY PROCYCLING
16.0,Vaison-la-Romaine > Gap,RUI COSTA  (MOVISTAR TEAM),2013,Vaison-la-Romaine,Gap,RUI COSTA,MOVISTAR TEAM
17.0,Embrun > Chorges,CHRIS FROOME  (SKY PROCYCLING),2013,Embrun,Chorges,CHRIS FROOME,SKY PROCYCLING
18.0,Gap > Alpe d'Huez,CHRISTOPHE RIBLON  (AG2R LA MONDIALE),2013,Gap,Alpe d'Huez,CHRISTOPHE RIBLON,AG2R LA MONDIALE
19.0,Bourg-d'Oisans > le_grand_bornand,RUI COSTA  (MOVISTAR TEAM),2013,Bourg-d'Oisans,le_grand_bornand,RUI COSTA,MOVISTAR TEAM
20.0,Annecy > Annecy - Semnoz,NAIRO QUINTANA  (MOVISTAR TEAM),2013,Annecy,Annecy - Semnoz,NAIRO QUINTANA,MOVISTAR TEAM
21.0,Versailles > Paris Champs-Élysées,MARCEL KITTEL  (TEAM ARGOS-SHIMANO),2013,Versailles,Paris Champs-Élysées,MARCEL KITTEL,TEAM ARGOS-SHIMANO
1.0,Leeds > Harrogate,MARCEL KITTEL  (TEAM GIANT-SHIMANO),2014,Leeds,Harrogate,MARCEL KITTEL,TEAM GIANT-SHIMANO
2.0,York > Sheffield,VINCENZO NIBALI  (ASTANA PRO TEAM),2014,York,Sheffield,VINCENZO NIBALI,ASTANA PRO TEAM
3.0,Cambridge > Londres,MARCEL KITTEL  (TEAM GIANT-SHIMANO),2014,Cambridge,Londres,MARCEL KITTEL,TEAM GIANT-SHIMANO
