,Year,Rider,Rank,Time,DistanceKilometer,PersonalAvgPace,Hours,Minutes,Seconds,Team,RiderNumber,TotalSeconds,Gap,Bonus,Points,NumberStages,ListedAvgPace
7551,2009,JURGEN VAN DEN BROECK,13,86h 09' 25'',3460.0,40.159,86,9,25,SILENCE - LOTTO,17,310165,+ 00h 20' 50'',,,21.0,40.315
7552,2009,STEPHANE GOUBERT,14,86h 11' 04'',3460.0,40.146,86,11,4,AG2R LA MONDIALE,85,310264,+ 00h 22' 29'',,,21.0,40.315
7553,2009,CARLOS SASTRE,15,86h 14' 56'',3460.0,40.116,86,14,56,CERVELO TEST TEAM,1,310496,+ 00h 26' 21'',,,21.0,40.315
7554,2009,ALEXANDRE BOTCHAROV,16,86h 18' 08'',3460.0,40.092,86,18,8,TEAM KATUSHA,162,310688,+ 00h 29' 33'',,,21.0,40.315
7555,2009,GEORGE HINCAPIE,17,86h 22' 02'',3460.0,40.061,86,22,2,TEAM COLUMBIA - HTC,74,310922,+ 00h 33' 27'',,,21.0,40.315
7556,2009,SYLVAIN CHAVANEL,18,86h 22' 44'',3460.0,40.056,86,22,44,QUICK STEP,151,310964,+ 00h 34' 09'',,,21.0,40.315
7557,2009,CHRISTIAN KNEES,19,86h 23' 23'',3460.0,40.051,86,23,23,TEAM MILRAM,185,311003,+ 00h 34' 48'',,,21.0,40.315
7558,2009,PIERRE ROLLAND,20,86h 26' 19'',3460.0,40.028,86,26,19,BBOX BOUYGUES TELECOM,148,311179,+ 00h 37' 44'',,,21.0,40.315
7559,2009,NICOLAS ROCHE,23,86h 26' 55'',3460.0,40.024,86,26,55,AG2R LA MONDIALE,89,311215,+ 00h 38' 20'',,,21.0,40.315
7560,2009,LINUS GERDEMANN,24,86h 27' 10'',3460.0,40.022,86,27,10,TEAM MILRAM,181,311230,+ 00h 38' 35'',,,21.0,40.315
7561,2009,BRICE FEILLU,25,86h 29' 49'',3460.0,40.001,86,29,49,AGRITUBEL,174,311389,+ 00h 41' 14'',,,21.0,40.315
7562,2009,LUIS LEÓN SANCHEZ,26,86h 30' 02'',3460.0,40.0,86,30,2,CAISSE D’EPARGNE,118,311402,+ 00h 41' 27'',,,21.0,40.315
7563,2009,HAIMAR ZUBELDIA,27,86h 32' 09'',3460.0,39.983,86,32,9,ASTANA,29,311529,+ 00h 43' 34'',,,21.0,40.315
7564,2009,MAXIME MONFORT,28,86h 32' 29'',3460.0,39.981,86,32,29,TEAM COLUMBIA - HTC,77,311549,+ 00h 43' 54'',,,21.0,40.315
7565,2009,CHRISTOPHE MOREAU,29,86h 33' 08'',3460.0,39.976,86,33,8,AGRITUBEL,171,311588,+ 00h 44' 33'',,,21.0,40.315
7566,2009,CADEL EVANS,30,86h 33' 59'',3460.0,39.969,86,33,59,SILENCE - LOTTO,11,311639,+ 00h 45' 24'',,,21.0,40.315
7567,2009,NICKI SORENSEN,31,86h 35' 09'',3460.0,39.96,86,35,9,TEAM SAXO BANK,38,311709,+ 00h 46' 34'',,,21.0,40.315
7568,2009,PETER VELITS,32,86h 35' 10'',3460.0,39.96,86,35,10,TEAM MILRAM,187,311710,+ 00h 46' 35'',,,21.0,40.315
7569,2009,HUBERT DUPONT,33,86h 38' 18'',3460.0,39.936,86,38,18,AG2R LA MONDIALE,84,311898,+ 00h 49' 43'',,,21.0,40.315
7570,2009,CHRIS ANKER SORENSEN,34,86h 38' 22'',3460.0,39.936,86,38,22,TEAM SAXO BANK,37,311902,+ 00h 49' 47'',,,21.0,40.315
7571,2009,SERGIO MIGUEL MOREIRA PAULINHO,35,86h 42' 35'',3460.0,39.903,86,42,35,ASTANA,26,312155,+ 00h 54' 00'',,,21.0,40.315
7572,2009,TONY MARTIN,36,86h 43' 39'',3460.0,39.895,86,43,39,TEAM COLUMBIA - HTC,76,312219,+ 00h 55' 04'',,,21.0,40.315
7573,2009,SÉBASTIEN MINARD,38,86h 46' 12'',3460.0,39.876,86,46,12,COFIDIS LE CREDIT EN LIGNE,127,312372,+ 00h 57' 37'',,,21.0,40.315
7574,2009,LUIS PASAMONTES,39,86h 46' 22'',3460.0,39.874,86,46,22,CAISSE D’EPARGNE,116,312382,+ 00h 57' 47'',,,21.0,40.315
7575,2009,SERGUEI IVANOV,40,86h 48' 56'',3460.0,39.855,86,48,56,TEAM KATUSHA,165,312536,+ 01h 00' 21'',,,21.0,40.315
7576,2009,YAROSLAV POPOVYCH,41,86h 49' 43'',3460.0,39.849,86,49,43,ASTANA,27,312583,+ 01h 01' 08'',,,21.0,40.315
7577,2009,LAURENT LEFEVRE,42,86h 50' 04'',3460.0,39.846,86,50,4,BBOX BOUYGUES TELECOM,146,312604,+ 01h 01' 29'',,,21.0,40.315
7578,2009,RÉMI PAURIOL,43,86h 51' 39'',3460.0,39.834,86,51,39,COFIDIS LE CREDIT EN LIGNE,129,312699,+ 01h 03' 04'',,,21.0,40.315
7579,2009,EGOI MARTINEZ,44,86h 55' 55'',3460.0,39.801,86,55,55,EUSKALTEL - EUSKADI,64,312955,+ 01h 07' 20'',,,21.0,40.315
7580,2009,VOLODYMIR GUSTOV,45,86h 56' 50'',3460.0,39.794,86,56,50,CERVELO TEST TEAM,4,313010,+ 01h 08' 15'',,,21.0,40.315
7581,2009,MATTHEW LLOYD,46,86h 57' 40'',3460.0,39.788,86,57,40,SILENCE - LOTTO,14,313060,+ 01h 09' 05'',,,21.0,40.315
7582,2009,YURY TROFIMOV,47,86h 57' 58'',3460.0,39.786,86,57,58,BBOX BOUYGUES TELECOM,149,313078,+ 01h 09' 23'',,,21.0,40.315
7583,2009,JÉRÉMY ROY,48,86h 57' 58'',3460.0,39.786,86,57,58,FRANCAISE DES JEUX,107,313078,+ 01h 09' 23'',,,21.0,40.315
7584,2009,RYDER HESJEDAL,49,87h 02' 38'',3460.0,39.75,87,2,38,GARMIN - SLIPSTREAM,54,313358,+ 01h 14' 03'',,,21.0,40.315
7585,2009,GUSTAV LARSSON,50,87h 03' 57'',3460.0,39.74,87,3,57,TEAM SAXO BANK,34,313437,+ 01h 15' 22'',,,21.0,40.315
7586,2009,RIGOBERTO URAN,51,87h 08' 55'',3460.0,39.702,87,8,55,CAISSE D’EPARGNE,119,313735,+ 01h 20' 20'',,,21.0,40.315
7587,2009,DAVID LOOSLI,53,87h 10' 31'',3460.0,39.69,87,10,31,LAMPRE - N.G.C,135,313831,+ 01h 21' 56'',,,21.0,40.315
7588,2009,GRISCHA NIERMANN,54,87h 10' 34'',3460.0,39.69,87,10,34,RABOBANK,47,313834,+ 01h 21' 59'',,,21.0,40.315
7589,2009,SYLVAIN CALZATI,55,87h 14' 22'',3460.0,39.661,87,14,22,AGRITUBEL,173,314062,+ 01h 25' 47'',,,21.0,40.315
7590,2009,PIERRICK FEDRIGO,56,87h 14' 42'',3460.0,39.658,87,14,42,BBOX BOUYGUES TELECOM,144,314082,+ 01h 26' 07'',,,21.0,40.315
7591,2009,KIM KIRCHEN,57,87h 15' 27'',3460.0,39.653,87,15,27,TEAM COLUMBIA - HTC,75,314127,+ 01h 26' 52'',,,21.0,40.315
7592,2009,DAVID MONCOUTIE,58,87h 17' 10'',3460.0,39.64,87,17,10,COFIDIS LE CREDIT EN LIGNE,121,314230,+ 01h 28' 35'',,,21.0,40.315
7593,2009,CHARLES WEGELIUS,59,87h 18' 12'',3460.0,39.632,87,18,12,SILENCE - LOTTO,19,314292,+ 01h 29' 37'',,,21.0,40.315
7594,2009,LAURENS TEN DAM,60,87h 23' 32'',3460.0,39.592,87,23,32,RABOBANK,49,314612,+ 01h 34' 57'',,,21.0,40.315
7595,2009,GORKA VERDUGO,61,87h 24' 24'',3460.0,39.585,87,24,24,EUSKALTEL - EUSKADI,69,314664,+ 01h 35' 49'',,,21.0,40.315
7596,2009,JUAN MANUEL GARATE,62,87h 25' 54'',3460.0,39.574,87,25,54,RABOBANK,45,314754,+ 01h 37' 19'',,,21.0,40.315
7597,2009,GEOFFROY LEQUATRE,64,87h 28' 44'',3460.0,39.552,87,28,44,AGRITUBEL,178,314924,+ 01h 40' 09'',,,21.0,40.315
7598,2009,AMAEL MOINARD,65,87h 31' 03'',3460.0,39.535,87,31,3,COFIDIS LE CREDIT EN LIGNE,128,315063,+ 01h 42' 28'',,,21.0,40.315
7599,2009,IGOR ANTON HERNANDEZ,66,87h 33' 14'',3460.0,39.519,87,33,14,EUSKALTEL - EUSKADI,62,315194,+ 01h 44' 39'',,,21.0,40.315
7600,2009,THOMAS VOECKLER,67,87h 36' 15'',3460.0,39.496,87,36,15,BBOX BOUYGUES TELECOM,141,315375,+ 01h 47' 40'',,,21.0,40.315
7601,2009,NICOLAS VOGONDY,68,87h 39' 44'',3460.0,39.47,87,39,44,AGRITUBEL,179,315584,+ 01h 51' 09'',,,21.0,40.315
7602,2009,DAVID ARROYO DURAN,69,87h 40' 27'',3460.0,39.464,87,40,27,CAISSE D’EPARGNE,112,315627,+ 01h 51' 52'',,,21.0,40.315
7603,2009,MAXIME BOUET,70,87h 41' 39'',3460.0,39.455,87,41,39,AGRITUBEL,172,315699,+ 01h 53' 04'',,,21.0,40.315
7604,2009,JOSÉ IVAN GUTIERREZ PALACIOS,71,87h 42' 43'',3460.0,39.447,87,42,43,CAISSE D’EPARGNE,115,315763,+ 01h 54' 08'',,,21.0,40.315
7605,2009,RUBEN PEREZ MORENO,72,87h 46' 04'',3460.0,39.422,87,46,4,EUSKALTEL - EUSKADI,67,315964,+ 01h 57' 29'',,,21.0,40.315
7606,2009,JOOST POSTHUMA,73,87h 47' 00'',3460.0,39.415,87,47,0,RABOBANK,48,316020,+ 01h 58' 25'',,,21.0,40.315
7607,2009,JOAN HORRACH,74,87h 47' 27'',3460.0,39.412,87,47,27,TEAM KATUSHA,163,316047,+ 01h 58' 52'',,,21.0,40.315
7608,2009,CHRISTOPHE KERN,75,87h 47' 55'',3460.0,39.408,87,47,55,COFIDIS LE CREDIT EN LIGNE,126,316075,+ 01h 59' 20'',,,21.0,40.315
7609,2009,SEBASTIAN LANG,76,87h 49' 27'',3460.0,39.397,87,49,27,SILENCE - LOTTO,13,316167,+ 02h 00' 52'',,,21.0,40.315
7610,2009,DAVID ZABRISKIE,77,87h 51' 11'',3460.0,39.384,87,51,11,GARMIN - SLIPSTREAM,59,316271,+ 02h 02' 36'',,,21.0,40.315
7611,2009,JOHANNES FRÖHLINGER,78,87h 53' 28'',3460.0,39.367,87,53,28,TEAM MILRAM,184,316408,+ 02h 04' 53'',,,21.0,40.315
7612,2009,HAYDEN ROULSTON,79,87h 56' 33'',3460.0,39.344,87,56,33,CERVELO TEST TEAM,9,316593,+ 02h 07' 58'',,,21.0,40.315
7613,2009,MARZIO BRUSEGHIN,80,87h 57' 17'',3460.0,39.338,87,57,17,LAMPRE - N.G.C,133,316637,+ 02h 08' 42'',,,21.0,40.315
7614,2009,JOSÉ LUIS ARRIETA,81,88h 00' 04'',3460.0,39.318,88,0,4,AG2R LA MONDIALE,82,316804,+ 02h 11' 29'',,,21.0,40.315
7615,2009,CHRISTOPHE RIBLON,82,88h 01' 18'',3460.0,39.309,88,1,18,AG2R LA MONDIALE,88,316878,+ 02h 12' 43'',,,21.0,40.315
7616,2009,STIJN DEVOLDER,83,88h 02' 31'',3460.0,39.299,88,2,31,QUICK STEP,155,316951,+ 02h 13' 56'',,,21.0,40.315
7617,2009,JOSÉ ROJAS,84,88h 02' 51'',3460.0,39.297,88,2,51,CAISSE D’EPARGNE,117,316971,+ 02h 14' 16'',,,21.0,40.315
7618,2009,DAVID MILLAR,85,88h 03' 39'',3460.0,39.291,88,3,39,GARMIN - SLIPSTREAM,56,317019,+ 02h 15' 04'',,,21.0,40.315
7619,2009,FREDERIK WILLEMS,86,88h 04' 46'',3460.0,39.283,88,4,46,LIQUIGAS,99,317086,+ 02h 16' 11'',,,21.0,40.315
7620,2009,INIGO CUESTA,87,88h 05' 14'',3460.0,39.279,88,5,14,CERVELO TEST TEAM,2,317114,+ 02h 16' 39'',,,21.0,40.315
7621,2009,JÉRÔME PINEAU,88,88h 06' 11'',3460.0,39.272,88,6,11,QUICK STEP,156,317171,+ 02h 17' 36'',,,21.0,40.315
7622,2009,GREG VAN AVERMAET,89,88h 08' 49'',3460.0,39.253,88,8,49,SILENCE - LOTTO,16,317329,+ 02h 20' 14'',,,21.0,40.315
7623,2009,THIERRY HUPOND,90,88h 11' 33'',3460.0,39.232,88,11,33,SKIL-SHIMANO,196,317493,+ 02h 22' 58'',,,21.0,40.315
7624,2009,FABIAN CANCELLARA,91,88h 12' 30'',3460.0,39.225,88,12,30,TEAM SAXO BANK,33,317550,+ 02h 23' 55'',,,21.0,40.315
7625,2009,ALIAKSANDR KUSCHYNSKI,92,88h 12' 33'',3460.0,39.225,88,12,33,LIQUIGAS,94,317553,+ 02h 23' 58'',,,21.0,40.315
7626,2009,JOHAN VAN SUMMEREN,93,88h 14' 13'',3460.0,39.213,88,14,13,SILENCE - LOTTO,18,317653,+ 02h 25' 38'',,,21.0,40.315
7627,2009,LEONARDO DUQUE,94,88h 14' 27'',3460.0,39.211,88,14,27,COFIDIS LE CREDIT EN LIGNE,124,317667,+ 02h 25' 52'',,,21.0,40.315
7628,2009,ALESSANDRO BALLAN,95,88h 14' 57'',3460.0,39.207,88,14,57,LAMPRE - N.G.C,131,317697,+ 02h 26' 22'',,,21.0,40.315
7629,2009,STIJN VANDENBERGH,96,88h 15' 09'',3460.0,39.206,88,15,9,TEAM KATUSHA,169,317709,+ 02h 26' 34'',,,21.0,40.315
7630,2009,HEINRICH HAUSSLER,97,88h 17' 10'',3460.0,39.191,88,17,10,CERVELO TEST TEAM,5,317830,+ 02h 28' 35'',,,21.0,40.315
7631,2009,MARTIJN MAASKANT,98,88h 18' 28'',3460.0,39.181,88,18,28,GARMIN - SLIPSTREAM,55,317908,+ 02h 29' 53'',,,21.0,40.315
7632,2009,OSCAR FREIRE,99,88h 28' 00'',3460.0,39.111,88,28,0,RABOBANK,44,318480,+ 02h 39' 25'',,,21.0,40.315
7633,2009,FILIPPO POZZATO,100,88h 28' 14'',3460.0,39.109,88,28,14,TEAM KATUSHA,167,318494,+ 02h 39' 39'',,,21.0,40.315
7634,2009,MICKAEL DELAGE,101,88h 30' 55'',3460.0,39.089,88,30,55,SILENCE - LOTTO,12,318655,+ 02h 42' 20'',,,21.0,40.315
7635,2009,JUAN ANTONIO FLECHA GIANNONI,102,88h 31' 20'',3460.0,39.086,88,31,20,RABOBANK,43,318680,+ 02h 42' 45'',,,21.0,40.315
7636,2009,MICHAEL ROGERS,103,88h 31' 32'',3460.0,39.085,88,31,32,TEAM COLUMBIA - HTC,79,318692,+ 02h 42' 57'',,,21.0,40.315
7637,2009,SÉBASTIEN ROSSELER,104,88h 31' 57'',3460.0,39.082,88,31,57,QUICK STEP,157,318717,+ 02h 43' 22'',,,21.0,40.315
7638,2009,BINGEN FERNANDEZ,105,88h 34' 03'',3460.0,39.066,88,34,3,COFIDIS LE CREDIT EN LIGNE,125,318843,+ 02h 45' 28'',,,21.0,40.315
7639,2009,THOR HUSHOVD,106,88h 34' 35'',3460.0,39.062,88,34,35,CERVELO TEST TEAM,6,318875,+ 02h 46' 00'',,,21.0,40.315
7640,2009,JUAN JOSÉ OROZ UGALDE,107,88h 34' 52'',3460.0,39.06,88,34,52,EUSKALTEL - EUSKADI,65,318892,+ 02h 46' 17'',,,21.0,40.315
7641,2009,JUSSI VEIKKANEN,108,88h 35' 56'',3460.0,39.052,88,35,56,FRANCAISE DES JEUX,109,318956,+ 02h 47' 21'',,,21.0,40.315
7642,2009,SIMON SPILAK,109,88h 40' 59'',3460.0,39.015,88,40,59,LAMPRE - N.G.C,139,319259,+ 02h 52' 24'',,,21.0,40.315
7643,2009,DANIELE RIGHI,110,88h 41' 19'',3460.0,39.013,88,41,19,LAMPRE - N.G.C,136,319279,+ 02h 52' 44'',,,21.0,40.315
7644,2009,KOEN DE KORT,111,88h 42' 00'',3460.0,39.008,88,42,0,SKIL-SHIMANO,193,319320,+ 02h 53' 25'',,,21.0,40.315
7645,2009,FUMIYUKI BEPPU,112,88h 43' 56'',3460.0,38.994,88,43,56,SKIL-SHIMANO,192,319436,+ 02h 55' 21'',,,21.0,40.315
7646,2009,SIMON GESCHKE,113,88h 44' 03'',3460.0,38.993,88,44,3,SKIL-SHIMANO,194,319443,+ 02h 55' 28'',,,21.0,40.315
7647,2009,MATTEO TOSATTO,114,88h 47' 03'',3460.0,38.971,88,47,3,QUICK STEP,158,319623,+ 02h 58' 28'',,,21.0,40.315
7648,2009,ARNAUD COYOT,115,88h 47' 45'',3460.0,38.966,88,47,45,CAISSE D’EPARGNE,114,319665,+ 02h 59' 10'',,,21.0,40.315
7649,2009,BRIAN VANDBORG,116,88h 48' 32'',3460.0,38.96,88,48,32,LIQUIGAS,97,319712,+ 02h 59' 57'',,,21.0,40.315
7650,2009,ALEXANDRE PICHOT,117,88h 50' 36'',3460.0,38.945,88,50,36,BBOX BOUYGUES TELECOM,147,319836,+ 03h 02' 01'',,,21.0,40.315
7651,2009,STEF CLEMENT,118,88h 50' 46'',3460.0,38.944,88,50,46,RABOBANK,42,319846,+ 03h 02' 11'',,,21.0,40.315
7652,2009,ANTHONY GESLIN,119,88h 51' 01'',3460.0,38.942,88,51,1,FRANCAISE DES JEUX,103,319861,+ 03h 02' 26'',,,21.0,40.315
7653,2009,ALESSANDRO VANOTTI,120,88h 52' 35'',3460.0,38.93,88,52,35,LIQUIGAS,98,319955,+ 03h 04' 00'',,,21.0,40.315
7654,2009,JULIAN DEAN,121,88h 53' 16'',3460.0,38.925,88,53,16,GARMIN - SLIPSTREAM,52,319996,+ 03h 04' 41'',,,21.0,40.315
7655,2009,NIKOLAY TRUSSOV,122,88h 53' 45'',3460.0,38.922,88,53,45,TEAM KATUSHA,168,320025,+ 03h 05' 10'',,,21.0,40.315
7656,2009,STAF SCHEIRLINCKX,123,88h 53' 46'',3460.0,38.922,88,53,46,SILENCE - LOTTO,15,320026,+ 03h 05' 11'',,,21.0,40.315
7657,2009,STUART O'GRADY,124,88h 57' 14'',3460.0,38.897,88,57,14,TEAM SAXO BANK,35,320234,+ 03h 08' 39'',,,21.0,40.315
7658,2009,MARKUS FOTHEN,125,89h 01' 20'',3460.0,38.867,89,1,20,TEAM MILRAM,183,320480,+ 03h 12' 45'',,,21.0,40.315
7659,2009,GERALD CIOLEK,126,89h 03' 47'',3460.0,38.849,89,3,47,TEAM MILRAM,182,320627,+ 03h 15' 12'',,,21.0,40.315
7660,2009,BRETT DANIEL LANCASTER,127,89h 04' 08'',3460.0,38.846,89,4,8,CERVELO TEST TEAM,8,320648,+ 03h 15' 33'',,,21.0,40.315
7661,2009,WILLIAM BONNET,128,89h 05' 04'',3460.0,38.84,89,5,4,BBOX BOUYGUES TELECOM,143,320704,+ 03h 16' 29'',,,21.0,40.315
7662,2009,YUKIYA ARASHIRO,129,89h 05' 19'',3460.0,38.838,89,5,19,BBOX BOUYGUES TELECOM,142,320719,+ 03h 16' 44'',,,21.0,40.315
7663,2009,ALBERT TIMMER,130,89h 05' 25'',3460.0,38.837,89,5,25,SKIL-SHIMANO,198,320725,+ 03h 16' 50'',,,21.0,40.315
7664,2009,MARK CAVENDISH,131,89h 10' 29'',3460.0,38.8,89,10,29,TEAM COLUMBIA - HTC,71,321029,+ 03h 21' 54'',,,21.0,40.315
7665,2009,MAURO SANTAMBROGIO,132,89h 12' 04'',3460.0,38.789,89,12,4,LAMPRE - N.G.C,137,321124,+ 03h 23' 29'',,,21.0,40.315
7666,2009,LLOYD MONDORY,133,89h 14' 14'',3460.0,38.773,89,14,14,AG2R LA MONDIALE,86,321254,+ 03h 25' 39'',,,21.0,40.315
7667,2009,BERT GRABSCH,134,89h 15' 41'',3460.0,38.763,89,15,41,TEAM COLUMBIA - HTC,73,321341,+ 03h 27' 06'',,,21.0,40.315
7668,2009,DANIELE BENNATI,135,89h 15' 49'',3460.0,38.762,89,15,49,LIQUIGAS,92,321349,+ 03h 27' 14'',,,21.0,40.315
7669,2009,STÉPHANE AUGE,136,89h 15' 53'',3460.0,38.761,89,15,53,COFIDIS LE CREDIT EN LIGNE,122,321353,+ 03h 27' 18'',,,21.0,40.315
7670,2009,FABIAN WEGMANN,137,89h 18' 29'',3460.0,38.742,89,18,29,TEAM MILRAM,188,321509,+ 03h 29' 54'',,,21.0,40.315
7671,2009,GREGORY RAST,138,89h 18' 42'',3460.0,38.741,89,18,42,ASTANA,28,321522,+ 03h 30' 07'',,,21.0,40.315
7672,2009,SAMUEL DUMOULIN,139,89h 18' 58'',3460.0,38.739,89,18,58,COFIDIS LE CREDIT EN LIGNE,123,321538,+ 03h 30' 23'',,,21.0,40.315
7673,2009,MIKHAIL IGNATYEV,140,89h 20' 44'',3460.0,38.726,89,20,44,TEAM KATUSHA,164,321644,+ 03h 32' 09'',,,21.0,40.315
7674,2009,DANNY PATE,141,89h 21' 14'',3460.0,38.722,89,21,14,GARMIN - SLIPSTREAM,57,321674,+ 03h 32' 39'',,,21.0,40.315
7675,2009,BENOÎT VAUGRENARD,142,89h 23' 10'',3460.0,38.708,89,23,10,FRANCAISE DES JEUX,108,321790,+ 03h 34' 35'',,,21.0,40.315
7676,2009,SAÏD HADDOU,143,89h 23' 30'',3460.0,38.706,89,23,30,BBOX BOUYGUES TELECOM,145,321810,+ 03h 34' 55'',,,21.0,40.315
7677,2009,CYRIL LEMOINE,144,89h 24' 49'',3460.0,38.697,89,24,49,SKIL-SHIMANO,191,321889,+ 03h 36' 14'',,,21.0,40.315
7678,2009,MARCO BANDIERA,145,89h 27' 49'',3460.0,38.675,89,27,49,LAMPRE - N.G.C,132,322069,+ 03h 39' 14'',,,21.0,40.315
7679,2009,MARCIN SAPA,146,89h 30' 21'',3460.0,38.657,89,30,21,LAMPRE - N.G.C,138,322221,+ 03h 41' 46'',,,21.0,40.315
7680,2009,FABIO SABATINI,147,89h 30' 46'',3460.0,38.654,89,30,46,LIQUIGAS,96,322246,+ 03h 42' 11'',,,21.0,40.315
7681,2009,DMITRIY MURAVYEV,148,89h 31' 50'',3460.0,38.646,89,31,50,ASTANA,25,322310,+ 03h 43' 15'',,,21.0,40.315
7682,2009,MARK RENSHAW,149,89h 34' 55'',3460.0,38.624,89,34,55,TEAM COLUMBIA - HTC,78,322495,+ 03h 46' 20'',,,21.0,40.315
7683,2009,BERNHARD EISEL,150,89h 36' 18'',3460.0,38.614,89,36,18,TEAM COLUMBIA - HTC,72,322578,+ 03h 47' 43'',,,21.0,40.315
7684,2009,TYLER FARRAR,151,89h 36' 48'',3460.0,38.61,89,36,48,GARMIN - SLIPSTREAM,53,322608,+ 03h 48' 13'',,,21.0,40.315
7685,2009,NIKI TERPSTRA,152,89h 37' 13'',3460.0,38.607,89,37,13,TEAM MILRAM,186,322633,+ 03h 48' 38'',,,21.0,40.315
7686,2009,STEVEN DE JONGH,153,89h 37' 56'',3460.0,38.602,89,37,56,QUICK STEP,154,322676,+ 03h 49' 21'',,,21.0,40.315
7687,2009,JONATHAN HIVERT,154,89h 38' 14'',3460.0,38.6,89,38,14,SKIL-SHIMANO,195,322694,+ 03h 49' 39'',,,21.0,40.315
7688,2009,ANDREAS KLIER,155,89h 42' 43'',3460.0,38.568,89,42,43,CERVELO TEST TEAM,7,322963,+ 03h 54' 08'',,,21.0,40.315
7689,2009,YAUHENI HUTAROVICH,156,90h 05' 02'',3460.0,38.409,90,5,2,FRANCAISE DES JEUX,104,324302,+ 04h 16' 27'',,,21.0,40.315
7690,2010,ANDY SCHLECK,1,91h 59' 27'',3642.0,39.591,91,59,27,TEAM SAXO BANK,11,331167,-,,,21.0,39.594
7691,2010,SAMUEL SANCHEZ,2,92h 02' 28'',3642.0,39.569,92,2,28,EUSKALTEL - EUSKADI,181,331348,+ 00h 03' 01'',,,21.0,39.594
7692,2010,JURGEN VAN DEN BROECK,3,92h 05' 42'',3642.0,39.546,92,5,42,OMEGA PHARMA - LOTTO,101,331542,+ 00h 06' 15'',,,21.0,39.594
7693,2010,ROBERT GESINK,5,92h 08' 19'',3642.0,39.527,92,8,19,RABOBANK,195,331699,+ 00h 08' 52'',,,21.0,39.594
7694,2010,RYDER HESJEDAL,6,92h 09' 03'',3642.0,39.522,92,9,3,GARMIN - TRANSITIONS,54,331743,+ 00h 09' 36'',,,21.0,39.594
7695,2010,JOAQUIN RODRIGUEZ OLIVER,7,92h 10' 25'',3642.0,39.512,92,10,25,KATUSHA TEAM,77,331825,+ 00h 10' 58'',,,21.0,39.594
7696,2010,ROMAN KREUZIGER,8,92h 10' 42'',3642.0,39.51,92,10,42,LIQUIGAS-DOIMO,44,331842,+ 00h 11' 15'',,,21.0,39.594
7697,2010,CHRISTOPHER HORNER,9,92h 10' 50'',3642.0,39.509,92,10,50,TEAM RADIOSHACK,23,331850,+ 00h 11' 23'',,,21.0,39.594
7698,2010,LUIS LEÓN SANCHEZ,10,92h 13' 09'',3642.0,39.493,92,13,9,CAISSE D'EPARGNE,161,331989,+ 00h 13' 42'',,,21.0,39.594
7699,2010,RUBEN PLAZA MOLINA,11,92h 13' 17'',3642.0,39.492,92,13,17,CAISSE D'EPARGNE,168,331997,+ 00h 13' 50'',,,21.0,39.594
7700,2010,LEVI LEIPHEIMER,12,92h 13' 28'',3642.0,39.491,92,13,28,TEAM RADIOSHACK,25,332008,+ 00h 14' 01'',,,21.0,39.594
7701,2010,ANDREAS KLÖDEN,13,92h 15' 24'',3642.0,39.477,92,15,24,TEAM RADIOSHACK,24,332124,+ 00h 15' 57'',,,21.0,39.594
7702,2010,NICOLAS ROCHE,14,92h 15' 47'',3642.0,39.474,92,15,47,AG2R LA MONDIALE,81,332147,+ 00h 16' 20'',,,21.0,39.594
7703,2010,ALEXANDRE VINOKOUROV,15,92h 16' 34'',3642.0,39.469,92,16,34,ASTANA,9,332194,+ 00h 17' 07'',,,21.0,39.594
7704,2010,THOMAS LÖVKVIST,16,92h 19' 34'',3642.0,39.447,92,19,34,SKY PRO CYCLING,37,332374,+ 00h 20' 07'',,,21.0,39.594
7705,2010,KEVIN DE WEERT,17,92h 20' 42'',3642.0,39.439,92,20,42,QUICK STEP,133,332442,+ 00h 21' 15'',,,21.0,39.594
7706,2010,JOHN GADRET,18,92h 22' 52'',3642.0,39.424,92,22,52,AG2R LA MONDIALE,85,332572,+ 00h 23' 25'',,,21.0,39.594
7707,2010,CARLOS SASTRE,19,92h 25' 25'',3642.0,39.406,92,25,25,CERVELO TEST TEAM,91,332725,+ 00h 25' 58'',,,21.0,39.594
7708,2010,DANIEL MORENO FERNANDEZ,21,92h 28' 26'',3642.0,39.384,92,28,26,OMEGA PHARMA - LOTTO,107,332906,+ 00h 28' 59'',,,21.0,39.594
7709,2010,CHRISTOPHE MOREAU,22,92h 32' 49'',3642.0,39.353,92,32,49,CAISSE D'EPARGNE,166,333169,+ 00h 33' 22'',,,21.0,39.594
7710,2010,BRADLEY WIGGINS,24,92h 38' 12'',3642.0,39.315,92,38,12,SKY PRO CYCLING,31,333492,+ 00h 38' 45'',,,21.0,39.594
7711,2010,SANDY CASAR,25,92h 44' 40'',3642.0,39.269,92,44,40,FDJ,62,333880,+ 00h 45' 13'',,,21.0,39.594
7712,2010,CADEL EVANS,26,92h 49' 15'',3642.0,39.237,92,49,15,BMC RACING TEAM,121,334155,+ 00h 49' 48'',,,21.0,39.594
7713,2010,JULIEN EL FARES,27,92h 52' 10'',3642.0,39.216,92,52,10,COFIDIS LE CREDIT EN LIGNE,174,334330,+ 00h 52' 43'',,,21.0,39.594
7714,2010,CHRISTOPHE RIBLON,28,92h 54' 01'',3642.0,39.203,92,54,1,AG2R LA MONDIALE,89,334441,+ 00h 54' 34'',,,21.0,39.594
